"","PC1_Rval","PC2_Rval","PC3_Rval","PC4_Rval","PC5_Rval","PC6_Rval","PC7_Rval","PC8_Rval","PC9_Rval","PC10_Rval","PC11_Rval","PC12_Rval","PC13_Rval","PC14_Rval","PC15_Rval","PC16_Rval","PC17_Rval","PC18_Rval","PC19_Rval","PC20_Rval","PC21_Rval","PC22_Rval","PC23_Rval","PC24_Rval","PC25_Rval","PC26_Rval","PC27_Rval","PC28_Rval","PC29_Rval","PC30_Rval","PC31_Rval","PC32_Rval","PC33_Rval","PC34_Rval"
"1",0.0507183666348285,0.0112150618419803,0.0272162070638177,0.00763743382324045,0.0084054998281176,0.0166685865365924,0.0106335681432558,0.00601892027248276,0.000901964799405532,0.0010637083571869,0.00572753956289572,0.00318726294140423,0.000918897693318768,0.000314979514913278,0.00030250522395925,7.29385624528144e-05,0.00256675728371494,0.00404601048286963,0.000188061742436518,0.000948306432066179,0.00233444265846111,0.00033481426126317,0.000250673243261895,0.00109045194317002,0.000305111872714215,9.17962869252115e-05,0.000392914043052258,0.000172607502626093,5.67232330803172e-05,1.10586669554448e-06,8.0034319691782e-07,1.66054944622134e-07,2.6072040224566e-09,0.00409608850926573
"2",0.0736825778237578,0.0257799760035828,0.0305706807419888,0.0152143042875725,0.00968659480932816,0.0300529654365385,0.0114637054534631,0.0152497141808161,0.00206106523463975,0.00211262404316462,0.0133663966295386,0.012778743246604,0.000918902960998599,0.0095443969043425,0.000547774229233041,0.00382959354532794,0.00383326548562466,0.00668919784405165,0.000248363908218308,0.00100685919669475,0.00926902066295202,0.00158353423143944,0.00108297372993258,0.00169566040242748,0.000851462181690761,0.000178296614587111,0.00047416397811069,0.000388949390106364,6.10787938007109e-05,1.76188821798423e-05,8.22508846089171e-07,1.9315304456924e-07,3.27659207739176e-09,0.00679022814768894
"3",0.0924528509267085,0.0288867284521948,0.0346006055108212,0.0290149543191408,0.0126675093679369,0.0344255050741019,0.0122229706342188,0.0185441888135217,0.00435434167574979,0.00309347837212896,0.0202144897395782,0.0213741885626615,0.00241573525504294,0.0109705104332569,0.000600723505846905,0.00788210155178607,0.00508896976223571,0.0107029356173931,0.00254654821192122,0.00116147949909708,0.010673670951138,0.00173352753793194,0.0052148820658885,0.00189731778008588,0.00109194934541586,0.000429442733239457,0.000768164940895586,0.000401719490711429,7.72153516259958e-05,2.37510876640392e-05,1.00167684715484e-06,3.53758467884948e-07,1.04351063654855e-08,0.00731678317499888
"4",0.0925024679268341,0.0588316056122966,0.0557976429478667,0.0560265640472015,0.0137074954875092,0.068907372788049,0.0155861274143765,0.0187747874462372,0.00503468538926479,0.00529264030890056,0.0226812241172671,0.0218036800696333,0.00918207438760989,0.0161222553060482,0.00456399959543882,0.0110793196329032,0.00530603458230375,0.0131426270946978,0.00262429949802992,0.00264969915482667,0.0121511715441964,0.00225025692312188,0.00622611666322401,0.00368302850947443,0.0014221082968326,0.000539534900193926,0.000805575913527785,0.000443835600953834,0.000124569082695222,4.94135490971139e-05,1.27128960936319e-06,5.96821172133333e-07,1.05921130241828e-08,0.00882215602652275
"5",0.0926136377413036,0.062704866265832,0.0669812744156008,0.0611784626093579,0.0165842622508514,0.0738242440326622,0.0245812080890462,0.0187856132271257,0.00611960239642552,0.00832958767546996,0.0232509543111717,0.0301871209803671,0.0103403717406348,0.0236758516708007,0.0100500561949422,0.0113782911690866,0.00600276099361165,0.0141781805996059,0.00323403021630944,0.00267413811626457,0.0138184833619699,0.0024728123678988,0.00692985311111508,0.00374258388944973,0.00150030023570975,0.000735638342027935,0.00107819367775724,0.000545154630724735,0.00012907222251431,7.2067218304697e-05,1.53230451138722e-06,7.44742034325542e-07,1.1520148220719e-08,0.0130578079650579
"6",0.125383517688942,0.0808387263982418,0.0672616153966642,0.0702152031423857,0.0182491234518921,0.079779753081591,0.0367470818408273,0.0224323420709472,0.01094852997311,0.0169255137824049,0.0334138057565028,0.0309910544657178,0.0132824564344103,0.0290694966499308,0.0112951896587591,0.0153091973290652,0.00860884161605537,0.0161888689079043,0.00370030531724482,0.00332604588821149,0.0145678342589226,0.00375539013563872,0.00904744824743552,0.00409914761983063,0.00162905477880492,0.00083220437302117,0.00183515996971651,0.000714344277325922,0.000139542492884877,0.000128397236764727,1.67371774655388e-06,9.55948299282419e-07,1.33446753711167e-08,0.0167803400287555
"7",0.149573282890626,0.125058933523492,0.0692094785895618,0.0724081591555333,0.0195288768327863,0.0906728742423371,0.0495747693525767,0.0291410307863709,0.0125246397377292,0.0206117284692933,0.0377769160556265,0.0333570842324625,0.0133759716182316,0.0357225582877493,0.0142399549305074,0.0169582553653154,0.0117738877596655,0.0181883267954828,0.00528410680354303,0.00337129600921462,0.0148123391418613,0.00482332535477234,0.00932625491785312,0.00423386372533039,0.00193090945972934,0.00117704129313416,0.0018617591368391,0.000775132024859083,0.000144271376147388,0.000134176067237398,1.71757761909013e-06,1.59238850617107e-06,1.62481763950324e-08,0.0284564048418943
"8",0.21570784657042,0.146491257940626,0.0963212857563603,0.0875959192667031,0.0235499106472466,0.0994251586959434,0.0516918841912564,0.0313370208934707,0.0138582947678144,0.0270404007711768,0.0402571470041666,0.0346224242137515,0.0139518552150133,0.0421338327625977,0.01511202708229,0.0237013933737669,0.0140999059219444,0.0184496997320569,0.00758142952260701,0.00539586022070286,0.0225081949451955,0.00891946184866928,0.0103560000131255,0.00452001871169164,0.00212863990323779,0.00142459520528308,0.00248686402361464,0.000827921670086593,0.000152389156775886,0.00014030984098008,2.0540154055595e-06,1.93304456201787e-06,1.84603062604213e-08,0.0316439844274292
"9",0.26680976588248,0.159365213133828,0.100394519737014,0.0926747060931168,0.0283278244312072,0.101212968706156,0.053315747238167,0.0325897867830713,0.0147323639803899,0.0346118583397034,0.0428384579808524,0.0349753872418726,0.0139680646191579,0.0438056836159519,0.0163082137674369,0.0319719107112834,0.0151003888238474,0.018454648763048,0.012016195578833,0.00573679800080578,0.029759136485446,0.0105623681102389,0.0104906955904121,0.00481157134919921,0.00214684692884413,0.00143778106347039,0.00276403359860535,0.00124410344043648,0.000172927662408063,0.000152264380265757,2.21127695209994e-06,2.17819892497227e-06,2.08734426298282e-08,0.0377083847448436
"10",0.283279547425419,0.168149897266887,0.115583905330112,0.0965646326945557,0.0373669225532026,0.102248678647818,0.0553954715212969,0.0385408281799603,0.0149510205805193,0.0417519443350598,0.051894673098181,0.0415898578844465,0.0164779806532248,0.0488686179172771,0.0170306566614671,0.039640775517024,0.0157031996547145,0.0189632760162349,0.0132844484235559,0.0057864616851411,0.0301583439553828,0.0105922028511935,0.010549752543836,0.00710144887782935,0.00238375665266369,0.00217083632628036,0.00277632310211693,0.00150424308498862,0.000196769255606649,0.0001640231208418,2.62805157352438e-06,2.55375250874653e-06,2.3390485657616e-08,0.0446812400531697
