"","PC1_Rval","PC2_Rval","PC3_Rval","PC4_Rval","PC5_Rval","PC6_Rval","PC7_Rval","PC8_Rval","PC9_Rval","PC10_Rval","PC11_Rval","PC12_Rval","PC13_Rval","PC14_Rval","PC15_Rval","PC16_Rval","PC17_Rval","PC18_Rval","PC19_Rval","PC20_Rval","PC21_Rval","PC22_Rval","PC23_Rval","PC24_Rval","PC25_Rval","PC26_Rval","PC27_Rval","PC28_Rval","PC29_Rval","PC30_Rval","PC31_Rval","PC32_Rval","PC33_Rval"
"1",0.000549978204274876,0.0200889600091677,0.00799034560581241,0.00773730803626878,0.00725719938580878,0.00354157532587362,0.000608020563136629,0.0048195390886256,0.00102359362765923,0.000620612598200353,0.00136774094033109,0.00747060657966248,0.00170442023059179,0.00862633107733248,0.00109597729940484,0.00275218848501966,0.000965970790663677,0.0024893174525228,0.00419017050588557,5.08397303126703e-05,0.000175201312443598,0.000449151108484957,0.000447561751606742,0.00027516127583843,0.00167948364503696,0.00012504654677124,0.000155561760152872,3.02356869702806e-05,2.27079732602775e-05,1.62479753587324e-06,2.53604410556476e-07,1.02941782509767e-08,0.000837629880084318
"2",0.0124001130331265,0.0325514377110648,0.0157958629411971,0.0196399804648978,0.0251180319554059,0.017163946225717,0.00303974738649208,0.00558085380069394,0.00177393138702552,0.00605678331726118,0.00687076886618322,0.00767513736339312,0.0021941845666614,0.0121956666075309,0.00179859094145494,0.0037515595718515,0.00401316276349152,0.0028738249467526,0.00759555212499167,5.32868405598717e-05,0.00145779528904501,0.00281241230988614,0.00180054283275664,0.000457947238735877,0.00236335895420793,0.000151167674223553,0.000189418533985612,4.62347654000163e-05,2.6297688322874e-05,1.78850649477922e-05,6.61270114587427e-07,1.90562468085382e-08,0.0054315900706129
"3",0.0372237742407663,0.0485799482157315,0.019706733584895,0.0203762009458907,0.0295393211361027,0.0246722259425785,0.00407073054671113,0.0072419095149909,0.00614265280252956,0.00647997219300237,0.0096296131364448,0.0157810094925194,0.0098192368575636,0.0147734407091117,0.00398087533356769,0.00413854127281012,0.00631789650517364,0.00686510445106816,0.00770226543892826,0.00119392325668028,0.00150818913762079,0.0039697916837757,0.00272981825700875,0.000866822870094466,0.00302170412030374,0.000157597016486684,0.000349073425684101,0.00010067718020252,3.20419036875655e-05,1.86746011392489e-05,7.95231954277183e-07,1.33853391300929e-07,0.00650559674055594
"4",0.0510720337857163,0.0725750456162697,0.0271166049184552,0.055119103428541,0.0325717397701972,0.0385163979595385,0.0058567740475262,0.00964392076472223,0.0166379646924872,0.00769744297541339,0.0123550364807312,0.0223904886856706,0.0124392085716189,0.0173508196179711,0.00864857146244355,0.00538332781804525,0.00714157528274665,0.00815424461404193,0.00898145713213296,0.00222654211022792,0.00235325038184259,0.00589543094687422,0.00393757994730026,0.0013977361584751,0.00302350638570213,0.000489626006566919,0.000782141861383886,0.000112650629983108,8.46213434552092e-05,1.98186809574962e-05,1.04513854132287e-06,1.36612083023301e-07,0.00652749408233672
"5",0.0841333553134437,0.0890505350029198,0.0755243537167662,0.0592862612840697,0.0374561428400249,0.0689285780569952,0.00782236809101642,0.0114269698437268,0.0190884728010278,0.012335528909602,0.0130995354075705,0.0225518098227598,0.0214188765746704,0.0190429295892181,0.00888588688322705,0.00589995655636204,0.0105861395446768,0.0129833052445544,0.0125957874406276,0.00265586291579477,0.00254823014756663,0.0068894138253678,0.00416131750604413,0.00286084708879942,0.00312716565999312,0.000698213674801805,0.00108036744925967,0.000197408670673929,9.57709079028262e-05,3.15224587213299e-05,1.44448003733701e-06,2.14163936343722e-07,0.00879202731252675
"6",0.0937325527977515,0.119943337316957,0.0782032103172408,0.0623491911366138,0.0459505007772527,0.0772940005083228,0.0104010858869074,0.013771106697151,0.0227819733368564,0.0172681341655711,0.0275505749462644,0.0299416268316153,0.0220266175819817,0.0201227180725428,0.0123358025778283,0.00770513309871456,0.0106751936207772,0.0138093250673,0.0155996427371776,0.00416522902681074,0.00265335927739341,0.00889756204708145,0.00604427349712285,0.00338576930144913,0.0047502761558812,0.0017271244175591,0.00112327781985349,0.000227536559026653,0.00015260206683673,4.0912760186637e-05,1.69685625416621e-06,2.4737418843636e-07,0.00908485775884509
"7",0.126594447728176,0.123458761351529,0.0866534974630275,0.0754936601131999,0.046105242319686,0.0799486460691818,0.0132461287303879,0.0145645109499856,0.0230617632157543,0.0210302374884714,0.0326652821109469,0.0326454208094477,0.0277804202046961,0.0299809081260271,0.0177539794052484,0.0117551900361319,0.0107949092777186,0.0141901925385041,0.0157622500047839,0.00821963816050166,0.0044605857194327,0.010031103498707,0.00627393200652194,0.00352730444375364,0.0049967095682036,0.00260312619590667,0.00121923656102325,0.000236628829332336,0.000195146692693649,4.25287268682821e-05,1.97584207325698e-06,2.56905242390111e-07,0.0110621433179546
"8",0.148190808926649,0.124841525125386,0.104162673622981,0.0904670834273685,0.0798154176799025,0.0819540263286933,0.0216487231185934,0.0228912588201521,0.0290442420386136,0.0217734695888297,0.034096043786463,0.0369604056475054,0.0292492572955527,0.0377184096339735,0.0211191035629271,0.0189644347472082,0.0143899687963201,0.0181294913406537,0.0159640437053883,0.00990589780028616,0.00560695479357442,0.0104136849010815,0.00636128080105657,0.00391752112647897,0.00546518869320809,0.00288676801518569,0.0012403860317474,0.000274608699436336,0.000230627607228174,5.50883628844301e-05,2.1120305568651e-06,2.6440887020726e-07,0.0127041539310062
"9",0.189223485040574,0.144819467265985,0.131433748413334,0.108232285704681,0.0854214016935223,0.0873328498286136,0.0221887006297802,0.0282741165907108,0.0298265798752248,0.0276595801698538,0.0358512691275114,0.0444269659110094,0.0300225974985131,0.0416845243378585,0.0277683636365033,0.0190898113430819,0.0155294573157287,0.0205469847153338,0.0174291742037838,0.0100439961164615,0.00565700476034797,0.0107031734152625,0.00673965693675711,0.00410348747662331,0.00547722907487028,0.0030762368667854,0.0012988309568982,0.000282561746194337,0.000244378599842032,5.90877915856566e-05,2.54086464541479e-06,2.97366751513088e-07,0.0153844403538895
"10",0.218936025652738,0.149191523715743,0.149850532421429,0.113603012435654,0.0885329001615526,0.0902189315452037,0.0433699394814537,0.0308706494518449,0.0307600449097018,0.0295613996887269,0.0362586165448787,0.0446803552154954,0.0314943399890459,0.0421919505331156,0.029272269207699,0.0194528859828692,0.0162360850412868,0.0214204053764184,0.0181201329058416,0.0108797675475044,0.00601413448258689,0.0140655709390192,0.00705439406481072,0.00425042073228241,0.00623385483048896,0.00378276400498758,0.00217171450131712,0.000291816741314269,0.000351201860352319,6.66556608909637e-05,3.42242494333045e-06,3.08213722227982e-07,0.0176893739081518
