"","PC1_Rval","PC2_Rval","PC3_Rval","PC4_Rval","PC5_Rval","PC6_Rval","PC7_Rval","PC8_Rval","PC9_Rval","PC10_Rval","PC11_Rval","PC12_Rval","PC13_Rval","PC14_Rval","PC15_Rval","PC16_Rval","PC17_Rval","PC18_Rval","PC19_Rval","PC20_Rval","PC21_Rval","PC22_Rval","PC23_Rval","PC24_Rval","PC25_Rval","PC26_Rval","PC27_Rval","PC28_Rval","PC29_Rval","PC30_Rval","PC31_Rval","PC32_Rval","PC33_Rval","PC34_Rval","PC35_Rval"
"1",0.00264089083388477,0.00217275262591708,0.0107358129395687,0.0182241461361451,0.0107225433053852,0.0022647136483188,0.0104020277604263,0.00688531424215415,0.00603505449303735,0.00396979577467131,0.000535725110138032,0.0016798302244812,0.00110996219944651,0.00102120731404086,0.00337740649244299,0.000415012075976798,0.000241592202634519,0.00351170677477109,0.00352538096962837,0.000441492482005898,0.00142903976409463,0.000315219783885435,0.00134761201350008,0.000198287827656042,4.10430683561807e-07,3.17377950741026e-05,0.000127663709401169,0.000125573439871432,0.000131256596952652,2.43526768755251e-05,2.60673866258238e-05,2.75455825387528e-07,3.87122140335613e-08,2.75746499112778e-11,0.00205590151557981
"2",0.015345328231676,0.0291776820534837,0.0167081226700475,0.0437309127587204,0.0144002891795769,0.00942877238221647,0.0117715214318068,0.00882685230479576,0.0102002289995887,0.00799945696903259,0.00216667838970195,0.00407920846460981,0.00383378296490065,0.00214673199778959,0.00455264058915393,0.00122021958362245,0.000504068586149057,0.00462394379683219,0.00413797719845952,0.00146161895372393,0.0017876224664611,0.00092611283634222,0.00331479172475097,0.00118893778397919,0.000298221962470907,0.000196945948665939,0.000137053920360471,0.000231144865244781,0.000483301994193937,3.57377847954224e-05,2.94672261124359e-05,8.13681681995984e-07,8.75305202965737e-08,1.47239553871607e-09,0.00283236688093837
"3",0.0504639667988475,0.0410683635145508,0.0422595202311444,0.0455743585221306,0.016686456105347,0.0102464394048435,0.0140227354822246,0.0112473492843695,0.0178327202353801,0.0153164639858706,0.00740009243547989,0.00518237916870178,0.00791993568596572,0.00540000809656523,0.0124851036948012,0.00326431315765468,0.00227450285872852,0.00620887416786782,0.010384597342149,0.00180416679497415,0.00185369002015438,0.000945741983421992,0.00496729653577139,0.00126611400300659,0.000501454045792533,0.000362861507438932,0.000548505188814906,0.000307494103797308,0.00110552732023704,4.85873273362024e-05,4.4288694125493e-05,1.02781220473744e-06,1.13385741091552e-07,1.61570545963276e-09,0.00722738868890435
"4",0.0698778021717275,0.0411029395455868,0.0489781777177486,0.0467111866429097,0.0225081420103139,0.0397761209455853,0.0203114038437168,0.0131930830446379,0.0284673458401148,0.0177489655142882,0.00991610182723259,0.00606093430739355,0.0101046942879349,0.0056845082341723,0.0147407650696267,0.00442493268389925,0.00307539637873371,0.00961781380575598,0.0108046571063064,0.00193235806075607,0.00267151362558333,0.00104653327588336,0.00525711833837228,0.00129619620118092,0.000880329024227621,0.00270738510358673,0.000565970433425312,0.000521677345472257,0.00138960238054721,0.000134677899376854,5.82984716846936e-05,1.60846187181921e-06,1.16554118273252e-07,4.8872873906516e-09,0.0083815693157042
"5",0.0774115341346215,0.0697236558295535,0.0507863661789002,0.0625258435741156,0.0287494849504563,0.0549878715310547,0.0219084514528345,0.0146032127714217,0.0317659660074759,0.02052163863534,0.0102663519945241,0.00656947315704419,0.018053047507928,0.00584343716572961,0.0260873319366939,0.0145349881584897,0.005049584899581,0.00972636664746998,0.0110639691568919,0.00752758361720871,0.0100920031394336,0.00287883979566527,0.00582704207653741,0.00207879266728424,0.00223603562656271,0.00312059674781861,0.00137523535509695,0.000908029165033882,0.00203493041843473,0.000141877268841977,6.28246331950618e-05,2.13022719514654e-06,2.67035954824032e-07,7.92808177218282e-09,0.0111499911770887
"6",0.118753144688557,0.0716787442935593,0.051469934297012,0.0729176538935775,0.0296079098127471,0.060916330505539,0.0221350608947317,0.0191219258901712,0.0335873896143996,0.0216103657244386,0.0107138839093243,0.00730878986777927,0.024427016879856,0.00673843100498896,0.030267955454871,0.0170180106981727,0.00530533659796779,0.00993893906977021,0.0136596431537697,0.00796405307633109,0.0116576985672421,0.00322956345960586,0.00796076388280064,0.00240835641619495,0.00305740972286939,0.00333581757475183,0.0018231056348953,0.000936032218892576,0.00226695814943426,0.000280970260145266,6.6179246455791e-05,2.28884000143969e-06,7.37699601582695e-07,8.14693242172013e-09,0.0111525158041734
"7",0.136917924508126,0.078558180744922,0.0695642325425192,0.0892426363971724,0.0340762482672038,0.0666819637191672,0.0265825239623335,0.0191429675400345,0.0365721829657668,0.0223521908044889,0.0122060420376347,0.0098363429736359,0.0258755463787835,0.0132062356421283,0.0312499436132163,0.0172321872999777,0.00739015920946299,0.0160600844104407,0.0141296329046056,0.00980724845577335,0.0122781247357215,0.00347623368740583,0.00910073463546778,0.00279714573595252,0.00394526004383974,0.00414028885878315,0.00256578614128286,0.00104890224270914,0.0024997817901134,0.00030538766274364,0.000130360223286262,2.90540066192897e-06,1.0591657217635e-06,1.66284010232336e-08,0.0120732201954161
"8",0.159147822405114,0.0976362110747825,0.0763647152117857,0.0953796286842087,0.0365997884738564,0.10006199662454,0.0320205507547478,0.0197230023261288,0.0392346376176049,0.0231854925996899,0.0133930449661811,0.0105063824494521,0.0263453607424355,0.0151077876963785,0.0343979368412721,0.0180245106792703,0.00860686682580318,0.0166595832757762,0.0146620578630795,0.0147196631676534,0.0123408218520337,0.00471364127991969,0.0100371421365879,0.00291966630933394,0.00408594361905622,0.00461085700593195,0.00331070870384905,0.00140002233359867,0.00253145612054704,0.000367952262668875,0.000145103228966935,4.52387472595869e-06,1.15730349059349e-06,2.14888373537522e-08,0.0131867121183961
"9",0.166066627720341,0.115158047179681,0.103381109557652,0.107767268409048,0.0397449100115945,0.109896031743085,0.0334119845078742,0.0199242288071437,0.0397319034528163,0.0235136577899203,0.0136268495835107,0.0122816482697876,0.0309610062827788,0.0185893071530521,0.0344166665466014,0.0207693421717131,0.0094615390156972,0.0202369560247977,0.0147049293796941,0.01840415621732,0.0142146907791367,0.00895186397295094,0.0120028514433747,0.00301743604867238,0.00442895376056451,0.00463764112962109,0.0036722692001726,0.00157592722970804,0.00269702602443397,0.000458892836698192,0.000147008023296809,4.78076658686389e-06,1.16926815118445e-06,2.23043801408013e-08,0.0134187328411834
"10",0.173401372384885,0.120020476718563,0.11127140983347,0.123027206015911,0.044917603042527,0.115538355964676,0.0357751649079376,0.0208531404046242,0.0441469769693857,0.0263797112958247,0.0148233946203737,0.027953376498123,0.0318934095439932,0.0194371790883689,0.0359738832799755,0.0281133055111222,0.00962650689812477,0.0203555304010571,0.0150528405332366,0.0193230603098015,0.0156193456964791,0.00947722539904049,0.0152911020002755,0.00304613010589553,0.00592672834067343,0.00535908607110828,0.00402232883591847,0.00168184935954546,0.00279313370927606,0.00054049682838571,0.000170143718368771,4.97542992208682e-06,1.19123788852044e-06,2.62786935257854e-08,0.0145713710359205
"11",0.227623652164244,0.146174113705858,0.112587331660679,0.131204060861776,0.0941558578053932,0.116133677425107,0.0371250107907225,0.0218283368756029,0.047778681018393,0.028089182537534,0.0181272104164732,0.0296158304898423,0.0380652402653449,0.0338464102448454,0.0371611133867215,0.0323533658692155,0.0132249404857293,0.0239354049582798,0.0160880705467666,0.02478803978877,0.0184335865639409,0.0096006492836094,0.0163729824516207,0.00370932305400838,0.0060329786200875,0.00597679181719485,0.00448181472315391,0.0017154999606044,0.00289419214817181,0.000607293147835063,0.000175802388977304,5.54445582699752e-06,1.3533404770914e-06,3.83136954643827e-08,0.0149712821951274
"12",0.301208158867977,0.172830167989494,0.149379287729421,0.131537427173745,0.101368794287626,0.136040000373959,0.0390529487241219,0.0250167402065783,0.0563220873375957,0.0312044359254293,0.018690250618048,0.0330314746918397,0.0391657874311658,0.0366096894730323,0.0386614667697071,0.0383040496754089,0.0198943172784762,0.0246311326962942,0.0170516657414892,0.0265465728224331,0.0194856164949142,0.00967875911959477,0.0168506949565914,0.00383676928827213,0.00682667122639667,0.00634392153677036,0.00476034674569828,0.00216903348220849,0.00294928673831082,0.000644443813088188,0.000194480553443863,5.56847254940014e-06,1.49733734894803e-06,4.69600914678348e-08,0.0197068286290734
"13",0.342433745739388,0.179133754303509,0.152255795231003,0.162790310615932,0.117195320131461,0.141628630501748,0.0459732695404967,0.0265776596695562,0.0567345121700748,0.031959738476514,0.0261417323947774,0.0334439148448051,0.0402888307411534,0.0460462067805344,0.0395211944322737,0.0386060084125945,0.0220362733463841,0.0257188802816105,0.0171144516263439,0.0268914173912236,0.020931657796453,0.0105971355015456,0.0169964500685825,0.00694780352543805,0.00743429093369877,0.006639366363803,0.00481876577975724,0.00247837822457799,0.00298582980691858,0.000654354287016583,0.000206060672177295,6.00409768164662e-06,1.62449494782351e-06,5.07947810209855e-08,0.0198965693998253
"14",0.369454034824679,0.205208278384182,0.190864760362014,0.167746320802461,0.120008231312608,0.151684155427751,0.0540387877457654,0.0272930277997429,0.0587047215982941,0.03767005933642,0.026671851216369,0.035167919254087,0.0596695943087568,0.0515694690406763,0.0411890913194558,0.0387545778751607,0.023158994556956,0.0283924723872382,0.017460235911557,0.0286690758987989,0.023970325622454,0.0142671296556564,0.0171912075514041,0.00707439326766142,0.00754921231803627,0.00669383432006644,0.00508603461358507,0.00291373930595428,0.00351335734073309,0.000685712788176028,0.000240795598681539,6.12887036822578e-06,1.74711019327449e-06,5.25226264453249e-08,0.021065509062798
"15",0.413477416325385,0.205305109910413,0.201713646976591,0.187344924268855,0.145848054147726,0.151944964961998,0.0541561697345353,0.0324395044950184,0.0595127480756707,0.0394446760264185,0.0356765667208238,0.0373713776553156,0.0625052006796748,0.0635624274778812,0.0412889591010807,0.0410399056282504,0.0250539464473055,0.0303257180998535,0.0174712807697606,0.0290842349929652,0.0248787753939388,0.0168109037242607,0.017659132105426,0.00939629642265467,0.00773316551953264,0.00715481893027798,0.00571066246044361,0.00318736986635064,0.00399561705488045,0.000743487497014054,0.000275114951089989,6.35012524319933e-06,2.11487138406936e-06,6.40381847912223e-08,0.0245621933457521
"16",0.542623745580058,0.209204840493476,0.231184877485496,0.191777488914648,0.170035287535693,0.152216141939446,0.0545222857326178,0.0327547059437693,0.0618907730198643,0.0400126205492407,0.0385841108107539,0.0635227685138097,0.079783425534929,0.064030271524668,0.0439787206088327,0.0426922785629185,0.030013353250359,0.0307724483830909,0.0181645861465205,0.0297878949503168,0.0249080594103567,0.0198653766839632,0.0180960208101627,0.00983524029164335,0.00888242974837,0.00825874674193931,0.00660697640954838,0.00335475352891248,0.00402209351642913,0.000883517721528611,0.000280873931793836,1.05990788088963e-05,2.24270156132221e-06,6.58131705268137e-08,0.0247458004827433
"17",0.57628992346513,0.225560633491814,0.247413879639956,0.218300516434995,0.183306357828125,0.153816411496309,0.0567751563754587,0.0329632506187508,0.0642915003532896,0.040808117005265,0.0407740749837643,0.0709214533677115,0.0802060031832317,0.0693594068854068,0.0465185448433716,0.0484587321462381,0.0316361473116289,0.0330829277862153,0.0212155482636795,0.0326516124544068,0.0270134839799077,0.0203757491391669,0.0204467707972204,0.0102523274902153,0.00902079369646611,0.00869134076146885,0.0071785072081536,0.00358620221345944,0.00425669046601017,0.000976643185729848,0.000407348836765299,1.23254316794186e-05,2.60891149531023e-06,7.48312901217827e-08,0.0254828308591486
"18",0.579693956621904,0.244376156391733,0.248841577665527,0.221705621511911,0.19430369050408,0.153901621068146,0.0577379089767825,0.0429069168902898,0.0649147583352627,0.0422739616280664,0.0413333918960184,0.0761942371499901,0.0880032979228163,0.0758704230648347,0.052861794998093,0.0561542422773679,0.0382496674673484,0.0333339122481189,0.0265848198700964,0.0380741014676574,0.0335763050006018,0.0219371059402777,0.0206108584555355,0.0107803465026209,0.0119958640369716,0.00889806573745597,0.00740831059669115,0.00408430508193435,0.00454025355534413,0.000998858825961754,0.000493515666583246,1.45235378369864e-05,3.1854479142063e-06,8.24557551396985e-08,0.0264445451444961
"19",0.584987671838672,0.310267136643648,0.257352868648625,0.225061998202226,0.197926373950728,0.155004264755083,0.0610344019679713,0.0595604140034142,0.0671608551632958,0.0653134931090937,0.0462670225750162,0.0822112329243686,0.088179669695193,0.080184349313385,0.0576162162162519,0.0583857826944939,0.0395511032086613,0.0345266220234582,0.0270140117004839,0.038380016728701,0.0375906583858965,0.0230469033382468,0.0277230650116944,0.0118632601784366,0.0126766037749653,0.00894463544606184,0.00781693134605087,0.00598181027124506,0.00564390462864469,0.00102451668858192,0.000525355724902708,1.6460374661782e-05,3.41589017442618e-06,9.62731130339729e-08,0.0301910230154966
"20",0.595332592183253,0.313798371459254,0.264236915956379,0.233291858851735,0.198032550405786,0.157217379797711,0.0850741872063878,0.076967070766222,0.0701180336017724,0.0681404630991008,0.0508988188789399,0.0838995293523865,0.0949316864614158,0.0906017134820969,0.0576233922546272,0.060682659873428,0.0398425332669077,0.0347796209464233,0.0341390458201362,0.0389235203222701,0.0406840694676076,0.0290135147404315,0.0288896409836893,0.012155420086216,0.0144237331356241,0.012390687503013,0.00800008444313775,0.00649599379183676,0.00567140459932399,0.00107619475267723,0.00060123381460656,1.70754703149583e-05,3.84812192354503e-06,9.706905931417e-08,0.0336262728546044
"21",0.615774658607286,0.323513189483704,0.265924392630834,0.242101731637044,0.201101170865641,0.16507026979042,0.0866299081880394,0.0939539780812632,0.0734096294694981,0.0725701354751245,0.0543353430446611,0.0888439452104003,0.0971103694710667,0.116642838987411,0.064171062529754,0.0620572902649395,0.0399482111901562,0.0353318977676046,0.0397768338498695,0.0392860846698388,0.0446593753784993,0.0313938251698665,0.0301465814993434,0.0139644666849315,0.0146425382073636,0.0130098822865605,0.00881573306578412,0.00691342036199951,0.00574601159662537,0.0014916313495255,0.000625579184244866,1.94466959837966e-05,3.99374383278915e-06,1.6729760448398e-07,0.0342216144336407
"22",0.620236202927674,0.346207164264299,0.306964957229746,0.243425918825568,0.205040502007495,0.183402110770468,0.0902771491933994,0.102735606622426,0.0754567372701864,0.0780715631948263,0.0543682372472989,0.0930273832560141,0.104160514437374,0.118532618821224,0.0806617365339139,0.0656927622386638,0.0412164727706968,0.0361900730528227,0.0462289850887017,0.044991536246819,0.0452643942812807,0.0339302358412831,0.0309153794892012,0.0159238549523317,0.0150743018426865,0.0138020182288282,0.0109383719614514,0.00807745773845221,0.00698303550427334,0.00158852682705422,0.00072878923219585,2.33798259074155e-05,4.03364660713871e-06,2.11688233830187e-07,0.0358265674681326
"23",0.627098311016516,0.361767657829533,0.328071630050682,0.253678777811729,0.208838809400674,0.189681867159287,0.0924967152818632,0.122916107306701,0.0828905100666016,0.0852637351088231,0.0671460474929609,0.0935995610560964,0.114484413396079,0.124049124759864,0.0821512249786271,0.0674844260708591,0.0658219174847665,0.0370541822911143,0.0471017236341105,0.0458434764301821,0.0484440300257886,0.0416493255204509,0.0331435056002262,0.0163153580883668,0.0156378783766104,0.0157147452701104,0.0114663615413229,0.0157400281485106,0.00771933829154786,0.00182762203089271,0.000818773441816616,3.54735360364399e-05,5.91926054626426e-06,4.187835071812e-07,0.0382013868353701
"24",0.644946331212882,0.365200959727107,0.332370138903108,0.260532466725477,0.218085089600065,0.198000197114548,0.0988949147278884,0.123067730211037,0.0853061370158926,0.09554074444807,0.0816628449312339,0.100745955097948,0.115687319063518,0.12536118034585,0.0835376436845748,0.0764163600975209,0.070646586928026,0.0457466834561144,0.0535942686294287,0.0463574638220361,0.0541726551577398,0.0449262616498582,0.0335776807066961,0.0169103305179026,0.0159728802257145,0.0167255173348182,0.0131539946902872,0.0185522559394119,0.00848774973511001,0.00244833711399824,0.00120696807676501,3.99960197847501e-05,7.40490327590488e-06,1.0214075393429e-06,0.0396985124690537
