"","PC1_Rval","PC2_Rval","PC3_Rval","PC4_Rval","PC5_Rval","PC6_Rval","PC7_Rval","PC8_Rval","PC9_Rval","PC10_Rval","PC11_Rval","PC12_Rval","PC13_Rval","PC14_Rval","PC15_Rval","PC16_Rval","PC17_Rval","PC18_Rval","PC19_Rval","PC20_Rval","PC21_Rval","PC22_Rval","PC23_Rval","PC24_Rval","PC25_Rval","PC26_Rval","PC27_Rval","PC28_Rval","PC29_Rval","PC30_Rval","PC31_Rval","PC32_Rval"
"11",0.393342959366475,0.0813375859452629,0.165225285044688,0.10401854588979,0.0953423472072285,0.0615795802223939,0.0204519822521294,0.0426464668537111,0.0381758518979942,0.0461219532271754,0.0696533360788352,0.0269414768254589,0.0569556047362316,0.0252483202043771,0.0317675829938972,0.0267687667909142,0.0232614600900316,0.0172541443592021,0.0226924915731009,0.0224935423083396,0.0210683991967504,0.0116247496663349,0.00763024018220172,0.00496409372390189,0.00303387925161522,0.00201412155186986,0.00148274480893291,0.000237824993258703,0.000181401974382975,3.00704795456544e-06,2.8113221058556e-07,0.0312872554442993
"12",0.403478386461502,0.0835609191122536,0.166297600433365,0.122591563212764,0.107020465978501,0.0782430680537414,0.0239726722372352,0.045266320917843,0.0496283223124653,0.0482508930348246,0.0726650128273408,0.0287761615721869,0.0579004794227007,0.0253107233486206,0.035274778296397,0.0302123016908849,0.0260198265681224,0.0186616374824863,0.0232788564676663,0.029527110176671,0.0211872180172836,0.0140675312934003,0.00822873156989339,0.00498059152077863,0.00320636907718949,0.00261742595655073,0.00164535138669286,0.000368579223255342,0.000209646961656511,3.04508781230774e-06,2.85529308074162e-07,0.0317595159589346
"13",0.40985462597053,0.0893431244287116,0.175350064391756,0.130476491142151,0.112212828651714,0.080197547173822,0.0251896869208102,0.0486836002921682,0.0533376505942264,0.0575349323110049,0.0756414215924717,0.0391734221542995,0.0592549176502168,0.0262959405462118,0.0395777094947755,0.034563123227477,0.0265879043306853,0.0188183046606922,0.0234464251565594,0.0302846006393753,0.0243048131295844,0.0183956581049684,0.0102686792138164,0.00596120009807118,0.00388298119575579,0.00277006991943182,0.00194120415121806,0.000390267019557325,0.000221803624415279,3.19256997811992e-06,2.87669307508312e-07,0.0397887227970276
"14",0.450032088959467,0.0897465929496359,0.181122610558516,0.130500106633596,0.112819744957259,0.0817514470492144,0.0261437816866586,0.0488731460220459,0.054361117437326,0.0575594627652533,0.0781880371333624,0.0614577300977823,0.0606764242748726,0.0273585274988462,0.0425363369404411,0.0364909227444911,0.0287175483777155,0.0195183274486559,0.0251992143439556,0.0312248309282618,0.0252159383628715,0.0194232885894729,0.0120198016790497,0.00650804467385267,0.00397978285888941,0.00350625175686341,0.00198745527432587,0.000425870973398959,0.000237518553804742,5.43243549810235e-06,3.81637826296179e-07,0.0400388623747053
"15",0.468596045926214,0.0940058673559083,0.203533131627859,0.168547441107482,0.116532571312887,0.0843517325742098,0.0295740412404616,0.0503147445910955,0.0591265724740629,0.0669843174607317,0.080192624232528,0.0619269994472118,0.063509166441414,0.0286313571696163,0.0460514457142802,0.0392893702099823,0.0293580268351278,0.0207483031055852,0.0293586371144045,0.0312930844174165,0.0267275183656382,0.0211180830253859,0.0130866313255387,0.00899853229218987,0.00402823046967392,0.00368153239564284,0.00206984168676014,0.000474309720818695,0.000290168991796448,6.22735523153367e-06,3.85251176974436e-07,0.0407154311242562
"16",0.480376393025383,0.0969808209530124,0.212157893597784,0.179786450659825,0.117983725326061,0.0890007521118985,0.0314869994162506,0.0698176535693296,0.0625689872166022,0.0776884376621481,0.0836628377638739,0.0695839782827185,0.0666852807844543,0.0297808286999682,0.0467978957647254,0.0411590246234638,0.0326118938835443,0.0286597048363388,0.0301547012288018,0.0369891822548006,0.0304503401722856,0.0217185221821142,0.0134654307035571,0.00978124527300531,0.00545568069450656,0.00415320665126476,0.00267436251293181,0.000478445194622458,0.000310168642552919,6.61263301240525e-06,4.29902910323946e-07,0.0421445839622619
"17",0.591797041271749,0.109326374052891,0.21559221760728,0.187347837472269,0.124868498104373,0.103026734020633,0.0388443048068627,0.0804127735236816,0.0639770218164007,0.0815389023070529,0.1021073944458,0.0812911407163165,0.073977024038207,0.0354852205446004,0.050091917864228,0.0452610063998036,0.0404010408796406,0.0289057530660407,0.0336018165995828,0.037390532540945,0.0312366854424426,0.0242259808339756,0.0149701156859775,0.0108370859708593,0.00608076169527768,0.00569305219020531,0.00282382199838889,0.000498999694385179,0.000330323381680195,8.59041748613546e-06,4.41169676935762e-07,0.0503306230925677
"18",0.593492820333898,0.110038563851275,0.230295065325962,0.201427832276883,0.130733682014245,0.103534573559394,0.0497293620040255,0.0872793169289742,0.0658972479259168,0.0853572321292233,0.103873275549465,0.119342420603093,0.0785813232436198,0.0358500320064958,0.0542735747666601,0.051946198050947,0.0407227883878028,0.0358529582060721,0.0398284922645214,0.0380456469190133,0.0348345463424896,0.0262145995398184,0.0181812977997379,0.010984579989416,0.00666650709632267,0.00569814280828413,0.00298190315008781,0.000532566609363017,0.000336596371264222,9.94303870081631e-06,4.70609160949116e-07,0.0507696214067939
"19",0.605850203003319,0.206240079928524,0.241450674151502,0.20884986614429,0.141201905555885,0.113041292522289,0.0708943388938905,0.11690628505764,0.0695877796414607,0.0858229655822945,0.104863656206562,0.12338640792239,0.0814934150514884,0.0389133847775478,0.0597289942226128,0.0577348469907054,0.0476586987535933,0.0427912877708469,0.0470584820143932,0.0400662924480707,0.0348484889283209,0.026375525154106,0.0208955593913269,0.0114386687676987,0.00792334296105627,0.00645480169984451,0.00381970651193309,0.000557959763044079,0.00035046314733701,1.02839787624017e-05,5.32859499666016e-07,0.0658868369576148
"20",0.637720103057234,0.219304533205389,0.267679091046093,0.212509201106172,0.159642009846168,0.120817390467172,0.087894991230137,0.138867537599536,0.0780082722311643,0.0864065316924295,0.108728840982854,0.140246156593111,0.0883674604584667,0.0417579352585303,0.0677789227574906,0.0626768315075598,0.0531022367722998,0.0463726821998753,0.0701404866675419,0.0561593193388996,0.0386091814515947,0.0295957295053569,0.0232203605294242,0.0184919386723905,0.0115484530717588,0.00699116448007572,0.00489627508879502,0.000718311771677841,0.000357483934864476,1.10952229367524e-05,7.08957963372851e-07,0.0683519379670324
"21",0.673931705315445,0.265083089616901,0.273296599457497,0.222864727782075,0.170731130380224,0.123439980209204,0.0907645552407507,0.155319998168317,0.0796300301841634,0.0888438729607262,0.117934529649267,0.1403809444607,0.0941523339181381,0.0447444234883979,0.068436492708318,0.0627355493844591,0.053956141219734,0.0473004148303973,0.0717190731509099,0.0570859414808792,0.0410283252670639,0.0325420853719818,0.0240481809267528,0.0197178019171028,0.0120267234862549,0.0082530161854827,0.00514097831637541,0.000812217732515878,0.000385037830138773,2.59717723873141e-05,8.64854363527943e-07,0.0707859132538504
"22",0.707848743558681,0.381446365271828,0.283158064551629,0.226418755816587,0.19745992343691,0.131149189867585,0.0919554986544856,0.16813189006517,0.0923720677791598,0.088920711776225,0.134277015584254,0.142791476981087,0.0961200859952529,0.046870747823197,0.0828089591006327,0.0679906292053868,0.0575292882676538,0.0484934810768284,0.0738737568223151,0.0622796278049572,0.0420749459016227,0.0339732976802444,0.0244703321615578,0.0207876046932727,0.0136392790819661,0.00907463402151231,0.00515171229494992,0.0019263022551452,0.000395754420218198,3.14829712893395e-05,1.00051410990088e-06,0.0709884177297964
"23",0.717369997643729,0.394952787398244,0.289174568097908,0.270560859042607,0.211658586677747,0.143652006067716,0.149829548686222,0.206274991166589,0.119375932934365,0.110802980392251,0.155873009423835,0.142981599042474,0.0985224097223664,0.0567432058068694,0.0910468938249097,0.0691211798058016,0.0660076687506932,0.0556854468753184,0.0740847085530656,0.065109899544927,0.0421266496893382,0.0493830292710154,0.0246517537760889,0.0208904842051322,0.0209538020560696,0.0115789719337119,0.00593476094699665,0.00291998436928649,0.000445761545406732,5.25550181920902e-05,8.2150981086671e-06,0.0726728066943104
"24",0.787111125770648,0.449642530671419,0.296862178635186,0.278507323146414,0.252474364346858,0.14562356781485,0.155194217082031,0.215253497255291,0.120443264981004,0.121976266978079,0.156490326243672,0.143097415182624,0.101228628951603,0.0568107096111099,0.0921803325880548,0.0797052448232209,0.0686099302839711,0.0709647737405084,0.0764187703927686,0.0657976008910863,0.0456597388285819,0.0595975537813196,0.0248618705041652,0.0216213171728768,0.0213269958135847,0.0116490173011566,0.00595723635119191,0.00416558498824966,0.000509988389955134,7.86036658809601e-05,9.61791856428702e-06,0.0864287366976356
"25",0.835649476118426,0.463503952630167,0.340603914615452,0.333860479610506,0.334961260556907,0.146010695508178,0.158794550456253,0.219846209276926,0.138136901031245,0.158437919839024,0.159510091760428,0.149908936019608,0.102753317769937,0.0747196656962378,0.102382278144601,0.0813521343303039,0.0686481936481563,0.0921204840448757,0.0777275312927969,0.0684612890517809,0.0541580134771949,0.060845947159387,0.0276794717503301,0.0255472047913833,0.0244147043248921,0.0121455393994003,0.00813593043841936,0.00448849253584204,0.000695833881003396,0.000113395635563351,9.90720324871193e-06,0.0939407762622692
"26",0.905175868679919,0.496087339767098,0.364559645478938,0.335366229316942,0.339769994729589,0.19739222602759,0.186796288341756,0.227005730524099,0.145291509322964,0.181463115289903,0.196846176504456,0.152501289044292,0.113712990555244,0.0781687070289846,0.106493955913789,0.0863450849409835,0.0690568361771706,0.0974953225627456,0.0802181484449518,0.0690390713339844,0.0545843258536492,0.0612920298905389,0.0351504702243878,0.0262233675032466,0.0244336279503479,0.0124882143298434,0.00930894826371728,0.00453015833290464,0.00123744178208514,0.000225726414733381,2.58453924802382e-05,0.0939665927893339
"27",0.913120081302131,0.535281999469421,0.408861218834114,0.354707387381365,0.349351536263955,0.306067458534773,0.192079764029507,0.232788349442141,0.231802865243201,0.238078631055906,0.214188747244728,0.167604023605791,0.113871730008113,0.102927804274999,0.11274791985813,0.0948115441434663,0.1038568252767,0.0974977897167314,0.0806545344813309,0.0702661020327787,0.0549261217003564,0.0682932025893206,0.0355600213217567,0.0266858480441324,0.0247889330905906,0.0151073522335143,0.012774008974029,0.00478261898505776,0.00200104076339059,0.000596470767387562,3.22080806864751e-05,0.0941838136724153
"28",0.936551174019472,0.727327541528993,0.460615825591191,0.360242870566958,0.378045175545625,0.35594392334412,0.206793202891321,0.253638432503884,0.266168110300201,0.24989183394622,0.227679304794139,0.180157951540602,0.120002793382649,0.152031909197743,0.171248727667708,0.121176075614879,0.106907869185157,0.101300150514261,0.0980504719760521,0.0743372651611547,0.0816814649053758,0.075772824826568,0.0404647491422461,0.0354583760137354,0.0332793046595202,0.0201271772385292,0.0176436221397415,0.00861068691339989,0.00226893696342382,0.00067027169611302,3.76533409622406e-05,0.0988411816087273
"29",0.938721537798419,0.77982610656746,0.605927197833745,0.506530731115287,0.392476941062374,0.362460986698866,0.222182828491562,0.260419566195647,0.272985142916626,0.251099787935721,0.262100821840419,0.193059998017049,0.125570831112107,0.160053431912357,0.183745718426713,0.146485420211143,0.11468999081342,0.113378958605504,0.0983450316358259,0.0761489499198244,0.0817348046182147,0.0788501813386576,0.0410863808135696,0.0424496265055779,0.0378039561082896,0.0207435438740469,0.0200703001057,0.00873705933249628,0.00540107474985595,0.000762066773767801,5.26472816272909e-05,0.137192867161736
"30",0.950638250065841,0.814035540643052,0.608347881453259,0.515688334259599,0.399198047775115,0.375761982105313,0.256304161589377,0.295337754479774,0.282813865567212,0.253581425141389,0.303929827950565,0.221985984450138,0.180505551192893,0.190896192618479,0.186784900879771,0.165744581379154,0.165873313247833,0.114106749847091,0.105853305587354,0.0869003998938046,0.0879305394331247,0.0839725699784299,0.0533875670529887,0.0429068094837274,0.0471320638782038,0.0363058370828822,0.0394105607047589,0.0088471014141395,0.00690426295354663,0.00111290668869,0.000224517050935669,0.178966176861197
"31",0.955754869302927,0.832217125835473,0.61347460300343,0.527383473119619,0.40647638561017,0.482556564690436,0.450237781009987,0.352743203437269,0.450650176617927,0.285534389114653,0.310757918087783,0.305493593474895,0.257608902228139,0.213768429618074,0.19053189888349,0.182609057504991,0.197981770303394,0.134483131751873,0.117250400016253,0.0879560906674298,0.109860864573151,0.0984835869739822,0.0924775019066267,0.0598512268130128,0.0622904583829837,0.0751623565607793,0.0408639634786382,0.011998936354935,0.0151273736363764,0.00143814656985583,0.000552533805313928,0.201259868996376
"32",0.964915350095734,0.857823730097941,0.644865497347302,0.676425136719927,0.569466906216188,0.69503356326458,0.754062786826539,0.451995662145579,0.521057940946001,0.548184251050237,0.362943666745559,0.367597170472419,0.338315958330142,0.32955448943115,0.231322868505486,0.290222937720775,0.264324042622482,0.173872636135097,0.119010628118605,0.145908450457214,0.127882979732007,0.131941943635202,0.10880143528657,0.0771060112115306,0.0679564862033512,0.0767553640002531,0.0460215611749655,0.0281359579094138,0.0161397746086509,0.00268054866864809,0.000616405655295426,0.242258901492314
