"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33"
"Standard deviation",3.47147170768144,2.26853946110101,1.88281630331472,1.52142079905273,1.26089345717628,1.12896468791922,1.07671366922682,1.06221064715151,0.939283668582818,0.873001574842303,0.85859672469975,0.75003535158268,0.633655165031658,0.539321122857846,0.506725508282968,0.445837838231192,0.373609288485761,0.367834391796582,0.324388283932995,0.307399619612717,0.26147738101218,0.22011342648301,0.192415795546602,0.152813710702502,0.135573222379043,0.131398147568194,0.0941277955362382,0.0326846583095528,0.0292525575648303,0.0240377580544943,0.00299457756475158,0.000970324657956408,2.25377578427089e-15
"Proportion of Variance",0.36519,0.15595,0.10742,0.07014,0.04818,0.03862,0.03513,0.03419,0.02673,0.02309,0.02234,0.01705,0.01217,0.00881,0.00778,0.00602,0.00423,0.0041,0.00319,0.00286,0.00207,0.00147,0.00112,0.00071,0.00056,0.00052,0.00027,3e-05,3e-05,2e-05,0,0,0
"Cumulative Proportion",0.36519,0.52113,0.62856,0.6987,0.74688,0.7855,0.82063,0.85482,0.88156,0.90465,0.92699,0.94404,0.95621,0.96502,0.9728,0.97882,0.98305,0.98715,0.99034,0.99321,0.99528,0.99675,0.99787,0.99858,0.99913,0.99966,0.99992,0.99996,0.99998,1,1,1,1
