"file","func","value","site","tile","res","type"
"OAES_2023_DEM_mosaic_2025-11-23_2_5m.tif","srw_2",0.191044744329517,"OAES","2","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_2_5m.tif","srw_3",212.121212121212,"OAES","2","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_100m.tif","srw_1",555.555555555556,"OAES","3","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_100m.tif","srw_2",0.581923649623952,"OAES","3","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_100m.tif","srw_3",444.444444444444,"OAES","3","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_10m.tif","srw_1",10.1010101010101,"OAES","3","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_10m.tif","srw_2",0.189651849716257,"OAES","3","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_10m.tif","srw_3",222.222222222222,"OAES","3","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_15m.tif","srw_1",15.2272727272727,"OAES","3","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_15m.tif","srw_2",0.238154929510787,"OAES","3","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_15m.tif","srw_3",243.636363636364,"OAES","3","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_1m.tif","srw_1",10.1010101010101,"OAES","3","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_1m.tif","srw_2",0.0928036771580515,"OAES","3","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_1m.tif","srw_3",151.515151515152,"OAES","3","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_30m.tif","srw_1",30.9375,"OAES","3","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_30m.tif","srw_2",0.344696417454752,"OAES","3","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_30m.tif","srw_3",309.375,"OAES","3","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_50m.tif","srw_1",52.6315789473684,"OAES","3","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_50m.tif","srw_2",0.432790647131541,"OAES","3","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_50m.tif","srw_3",368.421052631579,"OAES","3","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_5m.tif","srw_1",20.2020202020202,"OAES","3","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_5m.tif","srw_2",0.19395806915272,"OAES","3","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_3_5m.tif","srw_3",202.020202020202,"OAES","3","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_100m.tif","srw_1",111.111111111111,"OAES","4","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_100m.tif","srw_2",0.518806774652829,"OAES","4","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_100m.tif","srw_3",333.333333333333,"OAES","4","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_10m.tif","srw_1",10.1010101010101,"OAES","4","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_10m.tif","srw_2",0.147342830301258,"OAES","4","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_10m.tif","srw_3",212.121212121212,"OAES","4","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_15m.tif","srw_1",15.2272727272727,"OAES","4","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_15m.tif","srw_2",0.18557839386599,"OAES","4","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_15m.tif","srw_3",228.409090909091,"OAES","4","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_1m.tif","srw_1",10.1010101010101,"OAES","4","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_1m.tif","srw_2",0.0878740507546632,"OAES","4","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_1m.tif","srw_3",141.414141414141,"OAES","4","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_30m.tif","srw_1",30.9375,"OAES","4","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_30m.tif","srw_2",0.276891667252933,"OAES","4","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_30m.tif","srw_3",278.4375,"OAES","4","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_50m.tif","srw_1",52.6315789473684,"OAES","4","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_50m.tif","srw_2",0.361750154338624,"OAES","4","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_50m.tif","srw_3",315.789473684211,"OAES","4","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_5m.tif","srw_1",10.1010101010101,"OAES","4","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_5m.tif","srw_2",0.161911513036488,"OAES","4","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_4_5m.tif","srw_3",202.020202020202,"OAES","4","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_100m.tif","srw_1",555.555555555556,"OAES","5","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_100m.tif","srw_2",0.620980523082316,"OAES","5","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_100m.tif","srw_3",444.444444444444,"OAES","5","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_10m.tif","srw_1",10.1010101010101,"OAES","5","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_10m.tif","srw_2",0.184914807363074,"OAES","5","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_10m.tif","srw_3",222.222222222222,"OAES","5","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_15m.tif","srw_1",15.2272727272727,"OAES","5","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_15m.tif","srw_2",0.234059819973615,"OAES","5","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_15m.tif","srw_3",243.636363636364,"OAES","5","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_1m.tif","srw_1",10.1010101010101,"OAES","5","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_1m.tif","srw_2",0.0872044318884106,"OAES","5","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_1m.tif","srw_3",141.414141414141,"OAES","5","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_30m.tif","srw_1",30.9375,"OAES","5","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_30m.tif","srw_2",0.347886367187656,"OAES","5","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_30m.tif","srw_3",278.4375,"OAES","5","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_50m.tif","srw_1",52.6315789473684,"OAES","5","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_50m.tif","srw_2",0.446610671017662,"OAES","5","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_50m.tif","srw_3",315.789473684211,"OAES","5","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_5m.tif","srw_1",10.1010101010101,"OAES","5","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_5m.tif","srw_2",0.15900834837615,"OAES","5","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_5_5m.tif","srw_3",191.919191919192,"OAES","5","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_100m.tif","srw_1",444.444444444444,"OAES","6","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_100m.tif","srw_2",0.550430745162989,"OAES","6","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_100m.tif","srw_3",444.444444444444,"OAES","6","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_10m.tif","srw_1",40.4040404040404,"OAES","6","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_10m.tif","srw_2",0.217093396126636,"OAES","6","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_10m.tif","srw_3",232.323232323232,"OAES","6","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_15m.tif","srw_1",60.9090909090909,"OAES","6","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_15m.tif","srw_2",0.266648280141273,"OAES","6","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_15m.tif","srw_3",258.863636363636,"OAES","6","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_1m.tif","srw_1",10.1010101010101,"OAES","6","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_1m.tif","srw_2",0.0888914887070168,"OAES","6","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_1m.tif","srw_3",111.111111111111,"OAES","6","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_30m.tif","srw_1",92.8125,"OAES","6","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_30m.tif","srw_2",0.408761566532863,"OAES","6","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_30m.tif","srw_3",278.4375,"OAES","6","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_50m.tif","srw_1",157.894736842105,"OAES","6","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_50m.tif","srw_2",0.519959680471353,"OAES","6","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_50m.tif","srw_3",315.789473684211,"OAES","6","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_5m.tif","srw_1",20.2020202020202,"OAES","6","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_5m.tif","srw_2",0.16901842799997,"OAES","6","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_6_5m.tif","srw_3",191.919191919192,"OAES","6","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_100m.tif","srw_1",111.111111111111,"OAES","7","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_100m.tif","srw_2",0.408021565369465,"OAES","7","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_100m.tif","srw_3",333.333333333333,"OAES","7","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_10m.tif","srw_1",10.1010101010101,"OAES","7","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_10m.tif","srw_2",0.116646452723798,"OAES","7","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_10m.tif","srw_3",222.222222222222,"OAES","7","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_15m.tif","srw_1",15.2272727272727,"OAES","7","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_15m.tif","srw_2",0.146139756124816,"OAES","7","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_15m.tif","srw_3",228.409090909091,"OAES","7","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_1m.tif","srw_1",10.1010101010101,"OAES","7","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_1m.tif","srw_2",0.0997188820507107,"OAES","7","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_1m.tif","srw_3",151.515151515152,"OAES","7","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_30m.tif","srw_1",30.9375,"OAES","7","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_30m.tif","srw_2",0.21379332070036,"OAES","7","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_30m.tif","srw_3",247.5,"OAES","7","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_50m.tif","srw_1",52.6315789473684,"OAES","7","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_50m.tif","srw_2",0.278915569359729,"OAES","7","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_50m.tif","srw_3",263.157894736842,"OAES","7","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_5m.tif","srw_1",10.1010101010101,"OAES","7","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_5m.tif","srw_2",0.15359059932353,"OAES","7","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_7_5m.tif","srw_3",212.121212121212,"OAES","7","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_100m.tif","srw_1",444.444444444444,"OAES","8","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_100m.tif","srw_2",0.636816673916523,"OAES","8","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_100m.tif","srw_3",444.444444444444,"OAES","8","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_10m.tif","srw_1",40.4040404040404,"OAES","8","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_10m.tif","srw_2",0.195154363416289,"OAES","8","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_10m.tif","srw_3",202.020202020202,"OAES","8","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_15m.tif","srw_1",60.9090909090909,"OAES","8","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_15m.tif","srw_2",0.247192652320243,"OAES","8","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_15m.tif","srw_3",228.409090909091,"OAES","8","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_1m.tif","srw_1",10.1010101010101,"OAES","8","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_1m.tif","srw_2",0.0866973383764362,"OAES","8","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_1m.tif","srw_3",141.414141414141,"OAES","8","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_30m.tif","srw_1",92.8125,"OAES","8","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_30m.tif","srw_2",0.335450324807062,"OAES","8","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_30m.tif","srw_3",278.4375,"OAES","8","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_50m.tif","srw_1",157.894736842105,"OAES","8","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_50m.tif","srw_2",0.443454200211955,"OAES","8","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_50m.tif","srw_3",315.789473684211,"OAES","8","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_5m.tif","srw_1",20.2020202020202,"OAES","8","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_5m.tif","srw_2",0.146050201873906,"OAES","8","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_8_5m.tif","srw_3",181.818181818182,"OAES","8","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_100m.tif","srw_1",111.111111111111,"OAES","9","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_100m.tif","srw_2",0.630100363711462,"OAES","9","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_100m.tif","srw_3",444.444444444444,"OAES","9","100","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_10m.tif","srw_1",10.1010101010101,"OAES","9","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_10m.tif","srw_2",0.209317023289948,"OAES","9","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_10m.tif","srw_3",232.323232323232,"OAES","9","10","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_15m.tif","srw_1",15.2272727272727,"OAES","9","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_15m.tif","srw_2",0.261903966244263,"OAES","9","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_15m.tif","srw_3",243.636363636364,"OAES","9","15","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_1m.tif","srw_1",10.1010101010101,"OAES","9","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_1m.tif","srw_2",0.0923667690768265,"OAES","9","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_1m.tif","srw_3",131.313131313131,"OAES","9","1","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_30m.tif","srw_1",30.9375,"OAES","9","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_30m.tif","srw_2",0.374315498669442,"OAES","9","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_30m.tif","srw_3",278.4375,"OAES","9","30","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_50m.tif","srw_1",52.6315789473684,"OAES","9","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_50m.tif","srw_2",0.469803404373663,"OAES","9","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_50m.tif","srw_3",315.789473684211,"OAES","9","50","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_5m.tif","srw_1",10.1010101010101,"OAES","9","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_5m.tif","srw_2",0.15786142105392,"OAES","9","5","flat"
"OAES_2023_DEM_mosaic_2025-11-23_9_5m.tif","srw_3",191.919191919192,"OAES","9","5","flat"
"OSBS_2023_DEM_mosaic_2025-11-23_1_100m.tif","srw_1",333.333333333333,"OSBS","1","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_100m.tif","srw_2",0.62142418814127,"OSBS","1","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_100m.tif","srw_3",444.444444444444,"OSBS","1","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_10m.tif","srw_1",20.2020202020202,"OSBS","1","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_10m.tif","srw_2",0.165726731803562,"OSBS","1","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_10m.tif","srw_3",151.515151515152,"OSBS","1","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_15m.tif","srw_1",30.4545454545455,"OSBS","1","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_15m.tif","srw_2",0.218655051715562,"OSBS","1","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_15m.tif","srw_3",182.727272727273,"OSBS","1","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_1m.tif","srw_1",10.1010101010101,"OSBS","1","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_1m.tif","srw_2",0.0770819229668937,"OSBS","1","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_1m.tif","srw_3",212.121212121212,"OSBS","1","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_30m.tif","srw_1",92.8125,"OSBS","1","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_30m.tif","srw_2",0.317947517799584,"OSBS","1","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_30m.tif","srw_3",247.5,"OSBS","1","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_50m.tif","srw_1",157.894736842105,"OSBS","1","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_50m.tif","srw_2",0.42668623180603,"OSBS","1","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_50m.tif","srw_3",315.789473684211,"OSBS","1","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_5m.tif","srw_1",10.1010101010101,"OSBS","1","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_5m.tif","srw_2",0.101388283891737,"OSBS","1","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_1_5m.tif","srw_3",121.212121212121,"OSBS","1","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_100m.tif","srw_1",555.555555555556,"OSBS","2","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_100m.tif","srw_2",0.605195302467248,"OSBS","2","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_100m.tif","srw_3",444.444444444444,"OSBS","2","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_10m.tif","srw_1",10.1010101010101,"OSBS","2","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_10m.tif","srw_2",0.183000370699055,"OSBS","2","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_10m.tif","srw_3",202.020202020202,"OSBS","2","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_15m.tif","srw_1",15.2272727272727,"OSBS","2","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_15m.tif","srw_2",0.236385686188849,"OSBS","2","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_15m.tif","srw_3",228.409090909091,"OSBS","2","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_1m.tif","srw_1",10.1010101010101,"OSBS","2","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_1m.tif","srw_2",0.110488916830704,"OSBS","2","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_1m.tif","srw_3",272.727272727273,"OSBS","2","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_30m.tif","srw_1",30.9375,"OSBS","2","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_30m.tif","srw_2",0.360459605324298,"OSBS","2","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_30m.tif","srw_3",278.4375,"OSBS","2","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_50m.tif","srw_1",52.6315789473684,"OSBS","2","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_50m.tif","srw_2",0.467605381453818,"OSBS","2","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_50m.tif","srw_3",315.789473684211,"OSBS","2","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_5m.tif","srw_1",20.2020202020202,"OSBS","2","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_5m.tif","srw_2",0.163246385392717,"OSBS","2","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_2_5m.tif","srw_3",202.020202020202,"OSBS","2","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_100m.tif","srw_1",111.111111111111,"OSBS","3","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_100m.tif","srw_2",0.575575681755262,"OSBS","3","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_100m.tif","srw_3",333.333333333333,"OSBS","3","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_10m.tif","srw_1",10.1010101010101,"OSBS","3","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_10m.tif","srw_2",0.137614543033138,"OSBS","3","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_10m.tif","srw_3",171.717171717172,"OSBS","3","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_15m.tif","srw_1",15.2272727272727,"OSBS","3","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_15m.tif","srw_2",0.180787545074367,"OSBS","3","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_15m.tif","srw_3",197.954545454545,"OSBS","3","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_1m.tif","srw_1",10.1010101010101,"OSBS","3","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_1m.tif","srw_2",0.0936279209247403,"OSBS","3","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_1m.tif","srw_3",212.121212121212,"OSBS","3","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_30m.tif","srw_1",30.9375,"OSBS","3","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_30m.tif","srw_2",0.285808156214393,"OSBS","3","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_30m.tif","srw_3",247.5,"OSBS","3","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_50m.tif","srw_1",52.6315789473684,"OSBS","3","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_50m.tif","srw_2",0.383235508269093,"OSBS","3","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_50m.tif","srw_3",263.157894736842,"OSBS","3","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_5m.tif","srw_1",10.1010101010101,"OSBS","3","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_5m.tif","srw_2",0.098107316238677,"OSBS","3","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_3_5m.tif","srw_3",161.616161616162,"OSBS","3","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_100m.tif","srw_1",111.111111111111,"OSBS","4","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_100m.tif","srw_2",0.464353751613469,"OSBS","4","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_100m.tif","srw_3",333.333333333333,"OSBS","4","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_10m.tif","srw_1",10.1010101010101,"OSBS","4","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_10m.tif","srw_2",0.105523762445909,"OSBS","4","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_10m.tif","srw_3",141.414141414141,"OSBS","4","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_15m.tif","srw_1",15.2272727272727,"OSBS","4","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_15m.tif","srw_2",0.139356706981111,"OSBS","4","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_15m.tif","srw_3",167.5,"OSBS","4","15","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_1m.tif","srw_1",10.1010101010101,"OSBS","4","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_1m.tif","srw_2",0.085854328757392,"OSBS","4","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_1m.tif","srw_3",222.222222222222,"OSBS","4","1","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_30m.tif","srw_1",30.9375,"OSBS","4","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_30m.tif","srw_2",0.225142890691542,"OSBS","4","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_30m.tif","srw_3",216.5625,"OSBS","4","30","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_50m.tif","srw_1",52.6315789473684,"OSBS","4","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_50m.tif","srw_2",0.307191246664024,"OSBS","4","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_50m.tif","srw_3",263.157894736842,"OSBS","4","50","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_5m.tif","srw_1",10.1010101010101,"OSBS","4","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_5m.tif","srw_2",0.102030381434308,"OSBS","4","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_4_5m.tif","srw_3",141.414141414141,"OSBS","4","5","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_5_100m.tif","srw_1",111.111111111111,"OSBS","5","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_5_100m.tif","srw_2",0.5000949697681,"OSBS","5","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_5_100m.tif","srw_3",333.333333333333,"OSBS","5","100","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_5_10m.tif","srw_1",10.1010101010101,"OSBS","5","10","pitted"
"OSBS_2023_DEM_mosaic_2025-11-23_5_10m.tif","srw_2",0.101524890823452,"OSBS","5","10","pitted"
