"","file","func","value","site","tile","res","type"
"1","ORNL_2018_DEM_mosaic_2025-11-14_1_100m.tif","Sa",15.9815286931992,"ORNL",1,100,"ridged"
"2","ORNL_2018_DEM_mosaic_2025-11-14_1_10m.tif","Sa",16.4192762963678,"ORNL",1,10,"ridged"
"3","ORNL_2018_DEM_mosaic_2025-11-14_1_15m.tif","Sa",16.4480851851013,"ORNL",1,15,"ridged"
"4","ORNL_2018_DEM_mosaic_2025-11-14_1_1m.tif","Sa",16.4259437819857,"ORNL",1,1,"ridged"
"5","ORNL_2018_DEM_mosaic_2025-11-14_1_30m.tif","Sa",16.4058536159685,"ORNL",1,30,"ridged"
"6","ORNL_2018_DEM_mosaic_2025-11-14_1_50m.tif","Sa",16.2930444498181,"ORNL",1,50,"ridged"
"7","ORNL_2018_DEM_mosaic_2025-11-14_1_5m.tif","Sa",16.42423560506,"ORNL",1,5,"ridged"
"8","ORNL_2018_DEM_mosaic_2025-11-14_2_100m.tif","Sa",18.2676518615723,"ORNL",2,100,"ridged"
"9","ORNL_2018_DEM_mosaic_2025-11-14_2_10m.tif","Sa",18.7303974672979,"ORNL",2,10,"ridged"
"10","ORNL_2018_DEM_mosaic_2025-11-14_2_15m.tif","Sa",18.7506935739715,"ORNL",2,15,"ridged"
"11","ORNL_2018_DEM_mosaic_2025-11-14_2_1m.tif","Sa",18.7393030672257,"ORNL",2,1,"ridged"
"12","ORNL_2018_DEM_mosaic_2025-11-14_2_30m.tif","Sa",18.7052254430313,"ORNL",2,30,"ridged"
"13","ORNL_2018_DEM_mosaic_2025-11-14_2_50m.tif","Sa",18.5857000287533,"ORNL",2,50,"ridged"
"14","ORNL_2018_DEM_mosaic_2025-11-14_2_5m.tif","Sa",18.7369816858208,"ORNL",2,5,"ridged"
"15","ORNL_2018_DEM_mosaic_2025-11-14_3_100m.tif","Sa",19.1143484069824,"ORNL",3,100,"ridged"
"16","ORNL_2018_DEM_mosaic_2025-11-14_3_10m.tif","Sa",19.4575231686086,"ORNL",3,10,"ridged"
"17","ORNL_2018_DEM_mosaic_2025-11-14_3_15m.tif","Sa",19.4600124116197,"ORNL",3,15,"ridged"
"18","ORNL_2018_DEM_mosaic_2025-11-14_3_1m.tif","Sa",19.4641913565377,"ORNL",3,1,"ridged"
"19","ORNL_2018_DEM_mosaic_2025-11-14_3_30m.tif","Sa",19.4235637255332,"ORNL",3,30,"ridged"
"20","ORNL_2018_DEM_mosaic_2025-11-14_3_50m.tif","Sa",19.3493395373583,"ORNL",3,50,"ridged"
"21","ORNL_2018_DEM_mosaic_2025-11-14_3_5m.tif","Sa",19.4623569812335,"ORNL",3,5,"ridged"
"22","ORNL_2018_DEM_mosaic_2025-11-14_4_100m.tif","Sa",14.4457263660431,"ORNL",4,100,"ridged"
"23","ORNL_2018_DEM_mosaic_2025-11-14_4_10m.tif","Sa",14.7798565605989,"ORNL",4,10,"ridged"
"24","ORNL_2018_DEM_mosaic_2025-11-14_4_15m.tif","Sa",14.7826737305599,"ORNL",4,15,"ridged"
"25","ORNL_2018_DEM_mosaic_2025-11-14_4_1m.tif","Sa",14.7878675281853,"ORNL",4,1,"ridged"
"26","ORNL_2018_DEM_mosaic_2025-11-14_4_30m.tif","Sa",14.7416116083706,"ORNL",4,30,"ridged"
"27","ORNL_2018_DEM_mosaic_2025-11-14_4_50m.tif","Sa",14.653916302371,"ORNL",4,50,"ridged"
"28","ORNL_2018_DEM_mosaic_2025-11-14_4_5m.tif","Sa",14.7858086297209,"ORNL",4,5,"ridged"
"29","ORNL_2018_DEM_mosaic_2025-11-14_5_100m.tif","Sa",22.647071326828,"ORNL",5,100,"ridged"
"30","ORNL_2018_DEM_mosaic_2025-11-14_5_10m.tif","Sa",23.0656280883862,"ORNL",5,10,"ridged"
"31","ORNL_2018_DEM_mosaic_2025-11-14_5_15m.tif","Sa",23.0867068252598,"ORNL",5,15,"ridged"
"32","ORNL_2018_DEM_mosaic_2025-11-14_5_1m.tif","Sa",23.0731912678289,"ORNL",5,1,"ridged"
"33","ORNL_2018_DEM_mosaic_2025-11-14_5_30m.tif","Sa",23.0440183239626,"ORNL",5,30,"ridged"
"34","ORNL_2018_DEM_mosaic_2025-11-14_5_50m.tif","Sa",22.943574178791,"ORNL",5,50,"ridged"
"35","ORNL_2018_DEM_mosaic_2025-11-14_5_5m.tif","Sa",23.0712785428494,"ORNL",5,5,"ridged"
"36","ORNL_2018_DEM_mosaic_2025-11-14_6_100m.tif","Sa",16.3315955257416,"ORNL",6,100,"ridged"
"37","ORNL_2018_DEM_mosaic_2025-11-14_6_10m.tif","Sa",16.9287039862093,"ORNL",6,10,"ridged"
"38","ORNL_2018_DEM_mosaic_2025-11-14_6_15m.tif","Sa",16.9398325944417,"ORNL",6,15,"ridged"
"39","ORNL_2018_DEM_mosaic_2025-11-14_6_1m.tif","Sa",16.9417598441125,"ORNL",6,1,"ridged"
"40","ORNL_2018_DEM_mosaic_2025-11-14_6_30m.tif","Sa",16.8674180289915,"ORNL",6,30,"ridged"
"41","ORNL_2018_DEM_mosaic_2025-11-14_6_50m.tif","Sa",16.6996961353302,"ORNL",6,50,"ridged"
"42","ORNL_2018_DEM_mosaic_2025-11-14_6_5m.tif","Sa",16.9384704031765,"ORNL",6,5,"ridged"
"43","ORNL_2018_DEM_mosaic_2025-11-14_7_100m.tif","Sa",33.4067959699631,"ORNL",7,100,"ridged"
"44","ORNL_2018_DEM_mosaic_2025-11-14_7_10m.tif","Sa",33.7949772603401,"ORNL",7,10,"ridged"
"45","ORNL_2018_DEM_mosaic_2025-11-14_7_15m.tif","Sa",34.084373076417,"ORNL",7,15,"ridged"
"46","ORNL_2018_DEM_mosaic_2025-11-14_7_1m.tif","Sa",33.8015238003899,"ORNL",7,1,"ridged"
"47","ORNL_2018_DEM_mosaic_2025-11-14_7_30m.tif","Sa",34.055594717653,"ORNL",7,30,"ridged"
"48","ORNL_2018_DEM_mosaic_2025-11-14_7_50m.tif","Sa",33.7014439649582,"ORNL",7,50,"ridged"
"49","ORNL_2018_DEM_mosaic_2025-11-14_7_5m.tif","Sa",33.7998924729998,"ORNL",7,5,"ridged"
"50","ORNL_2018_DEM_mosaic_2025-11-14_8_100m.tif","Sa",19.6883708156586,"ORNL",8,100,"ridged"
"51","ORNL_2018_DEM_mosaic_2025-11-14_8_10m.tif","Sa",20.0951704325865,"ORNL",8,10,"ridged"
"52","ORNL_2018_DEM_mosaic_2025-11-14_8_15m.tif","Sa",20.0437143879343,"ORNL",8,15,"ridged"
"53","ORNL_2018_DEM_mosaic_2025-11-14_8_1m.tif","Sa",20.1026174080082,"ORNL",8,1,"ridged"
"54","ORNL_2018_DEM_mosaic_2025-11-14_8_30m.tif","Sa",20.0028846321383,"ORNL",8,30,"ridged"
"55","ORNL_2018_DEM_mosaic_2025-11-14_8_50m.tif","Sa",19.9704757203579,"ORNL",8,50,"ridged"
"56","ORNL_2018_DEM_mosaic_2025-11-14_8_5m.tif","Sa",20.1006532004334,"ORNL",8,5,"ridged"
"57","ORNL_2018_DEM_mosaic_2025-11-14_9_100m.tif","Sa",18.5050812374115,"ORNL",9,100,"ridged"
"58","ORNL_2018_DEM_mosaic_2025-11-14_9_10m.tif","Sa",19.0184045033673,"ORNL",9,10,"ridged"
"59","ORNL_2018_DEM_mosaic_2025-11-14_9_15m.tif","Sa",18.9598528423753,"ORNL",9,15,"ridged"
"60","ORNL_2018_DEM_mosaic_2025-11-14_9_1m.tif","Sa",19.0263041683618,"ORNL",9,1,"ridged"
"61","ORNL_2018_DEM_mosaic_2025-11-14_9_30m.tif","Sa",18.9180196074483,"ORNL",9,30,"ridged"
"62","ORNL_2018_DEM_mosaic_2025-11-14_9_50m.tif","Sa",18.8564643327951,"ORNL",9,50,"ridged"
"63","ORNL_2018_DEM_mosaic_2025-11-14_9_5m.tif","Sa",19.0242809976368,"ORNL",9,5,"ridged"
"64","RMNP_2020_DEM_mosaic_2025-11-14_1_100m.tif","Sa",42.4953862213135,"RMNP",1,100,"high-relief"
"65","RMNP_2020_DEM_mosaic_2025-11-14_1_10m.tif","Sa",42.5571140297302,"RMNP",1,10,"high-relief"
"66","RMNP_2020_DEM_mosaic_2025-11-14_1_15m.tif","Sa",42.8394979733562,"RMNP",1,15,"high-relief"
"67","RMNP_2020_DEM_mosaic_2025-11-14_1_1m.tif","Sa",42.5589643017843,"RMNP",1,1,"high-relief"
"68","RMNP_2020_DEM_mosaic_2025-11-14_1_30m.tif","Sa",42.8227072646334,"RMNP",1,30,"high-relief"
"69","RMNP_2020_DEM_mosaic_2025-11-14_1_50m.tif","Sa",42.5280488161087,"RMNP",1,50,"high-relief"
"70","RMNP_2020_DEM_mosaic_2025-11-14_1_5m.tif","Sa",42.558474578995,"RMNP",1,5,"high-relief"
"71","RMNP_2020_DEM_mosaic_2025-11-14_2_100m.tif","Sa",39.9982521209717,"RMNP",2,100,"high-relief"
"72","RMNP_2020_DEM_mosaic_2025-11-14_2_10m.tif","Sa",40.0561643893253,"RMNP",2,10,"high-relief"
"73","RMNP_2020_DEM_mosaic_2025-11-14_2_15m.tif","Sa",40.0932249133861,"RMNP",2,15,"high-relief"
"74","RMNP_2020_DEM_mosaic_2025-11-14_2_1m.tif","Sa",40.0573893220216,"RMNP",2,1,"high-relief"
"75","RMNP_2020_DEM_mosaic_2025-11-14_2_30m.tif","Sa",40.0903608983339,"RMNP",2,30,"high-relief"
"76","RMNP_2020_DEM_mosaic_2025-11-14_2_50m.tif","Sa",40.0344504756927,"RMNP",2,50,"high-relief"
"77","RMNP_2020_DEM_mosaic_2025-11-14_2_5m.tif","Sa",40.0569905885174,"RMNP",2,5,"high-relief"
"78","RMNP_2020_DEM_mosaic_2025-11-14_3_100m.tif","Sa",49.93741875,"RMNP",3,100,"high-relief"
"79","RMNP_2020_DEM_mosaic_2025-11-14_3_10m.tif","Sa",50.1943438352066,"RMNP",3,10,"high-relief"
"80","RMNP_2020_DEM_mosaic_2025-11-14_3_15m.tif","Sa",50.6415748471673,"RMNP",3,15,"high-relief"
"81","RMNP_2020_DEM_mosaic_2025-11-14_3_1m.tif","Sa",50.1974735265178,"RMNP",3,1,"high-relief"
"82","RMNP_2020_DEM_mosaic_2025-11-14_3_30m.tif","Sa",50.6130081848758,"RMNP",3,30,"high-relief"
"83","RMNP_2020_DEM_mosaic_2025-11-14_3_50m.tif","Sa",50.1343973789216,"RMNP",3,50,"high-relief"
"84","RMNP_2020_DEM_mosaic_2025-11-14_3_5m.tif","Sa",50.1965931228292,"RMNP",3,5,"high-relief"
"85","RMNP_2020_DEM_mosaic_2025-11-14_4_100m.tif","Sa",29.9979001739502,"RMNP",4,100,"high-relief"
"86","RMNP_2020_DEM_mosaic_2025-11-14_4_10m.tif","Sa",30.4156197283606,"RMNP",4,10,"high-relief"
"87","RMNP_2020_DEM_mosaic_2025-11-14_4_15m.tif","Sa",30.5864739546532,"RMNP",4,15,"high-relief"
"88","RMNP_2020_DEM_mosaic_2025-11-14_4_1m.tif","Sa",30.4223645358658,"RMNP",4,1,"high-relief"
"89","RMNP_2020_DEM_mosaic_2025-11-14_4_30m.tif","Sa",30.5392157291315,"RMNP",4,30,"high-relief"
"90","RMNP_2020_DEM_mosaic_2025-11-14_4_50m.tif","Sa",30.2920036531448,"RMNP",4,50,"high-relief"
"91","RMNP_2020_DEM_mosaic_2025-11-14_4_5m.tif","Sa",30.4205879530383,"RMNP",4,5,"high-relief"
"92","RMNP_2020_DEM_mosaic_2025-11-14_5_100m.tif","Sa",126.422598132324,"RMNP",5,100,"high-relief"
"93","RMNP_2020_DEM_mosaic_2025-11-14_5_10m.tif","Sa",126.637887771333,"RMNP",5,10,"high-relief"
"94","RMNP_2020_DEM_mosaic_2025-11-14_5_15m.tif","Sa",127.333007415936,"RMNP",5,15,"high-relief"
"95","RMNP_2020_DEM_mosaic_2025-11-14_5_1m.tif","Sa",126.641014336574,"RMNP",5,1,"high-relief"
"96","RMNP_2020_DEM_mosaic_2025-11-14_5_30m.tif","Sa",127.305718628686,"RMNP",5,30,"high-relief"
"97","RMNP_2020_DEM_mosaic_2025-11-14_5_50m.tif","Sa",126.562120788574,"RMNP",5,50,"high-relief"
"98","RMNP_2020_DEM_mosaic_2025-11-14_5_5m.tif","Sa",126.640207697501,"RMNP",5,5,"high-relief"
"99","RMNP_2020_DEM_mosaic_2025-11-14_6_100m.tif","Sa",128.428081176758,"RMNP",6,100,"high-relief"
"100","RMNP_2020_DEM_mosaic_2025-11-14_6_10m.tif","Sa",129.01848765384,"RMNP",6,10,"high-relief"
"101","RMNP_2020_DEM_mosaic_2025-11-14_6_15m.tif","Sa",128.966853713615,"RMNP",6,15,"high-relief"
"102","RMNP_2020_DEM_mosaic_2025-11-14_6_1m.tif","Sa",129.024701242185,"RMNP",6,1,"high-relief"
"103","RMNP_2020_DEM_mosaic_2025-11-14_6_30m.tif","Sa",128.910928149108,"RMNP",6,30,"high-relief"
"104","RMNP_2020_DEM_mosaic_2025-11-14_6_50m.tif","Sa",128.863710811043,"RMNP",6,50,"high-relief"
"105","RMNP_2020_DEM_mosaic_2025-11-14_6_5m.tif","Sa",129.023049652886,"RMNP",6,5,"high-relief"
"106","RMNP_2020_DEM_mosaic_2025-11-14_7_100m.tif","Sa",47.5311057983399,"RMNP",7,100,"high-relief"
"107","RMNP_2020_DEM_mosaic_2025-11-14_7_10m.tif","Sa",47.8884709161841,"RMNP",7,10,"high-relief"
"108","RMNP_2020_DEM_mosaic_2025-11-14_7_15m.tif","Sa",48.013674272323,"RMNP",7,15,"high-relief"
"109","RMNP_2020_DEM_mosaic_2025-11-14_7_1m.tif","Sa",47.8926500477151,"RMNP",7,1,"high-relief"
"110","RMNP_2020_DEM_mosaic_2025-11-14_7_30m.tif","Sa",47.9879364646393,"RMNP",7,30,"high-relief"
"111","RMNP_2020_DEM_mosaic_2025-11-14_7_50m.tif","Sa",47.8020698104859,"RMNP",7,50,"high-relief"
