"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34"
"Standard deviation",3.44422712837676,2.28455379655724,1.91058216716426,1.52700273776408,1.31739004258658,1.2973524933985,1.10997830339699,1.09866296271078,0.923107819709753,0.908709878482022,0.842764440308418,0.809760145224931,0.659022823635284,0.605169184916181,0.517558086177095,0.449694290820164,0.418062955465126,0.362227764910121,0.333520866931259,0.295450609706188,0.275019739673226,0.246492437511745,0.201323147671367,0.151100388021072,0.142585699940869,0.117849288282948,0.115902272789988,0.0994431870755702,0.0327832033288891,0.0303124663775034,0.00344082207768341,0.00243313800183605,0.000408634873848912,6.86930041396301e-15
"Proportion of Variance",0.3489,0.15351,0.10736,0.06858,0.05104,0.0495,0.03624,0.0355,0.02506,0.02429,0.02089,0.01929,0.01277,0.01077,0.00788,0.00595,0.00514,0.00386,0.00327,0.00257,0.00222,0.00179,0.00119,0.00067,6e-04,0.00041,4e-04,0.00029,3e-05,3e-05,0,0,0,0
"Cumulative Proportion",0.3489,0.50241,0.60977,0.67835,0.7294,0.7789,0.81514,0.85064,0.8757,0.89999,0.92088,0.94016,0.95294,0.96371,0.97159,0.97753,0.98268,0.98653,0.98981,0.99237,0.9946,0.99638,0.99758,0.99825,0.99885,0.99925,0.99965,0.99994,0.99997,1,1,1,1,1
