"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34"
"Standard deviation",3.44033440405837,2.05077369461638,1.79417715249545,1.683763998827,1.362181610712,1.25930763063103,1.10955015170622,1.09382851094066,1.04039090186106,0.967755764922937,0.888492295529026,0.825944230434256,0.795083745251031,0.641239214635265,0.585793702638086,0.517134674405177,0.463248098477272,0.427864824820143,0.336446569419715,0.304854489990262,0.293364014013244,0.254909832490491,0.228976473643717,0.154315554335736,0.145811825934582,0.118653209526859,0.115084895858428,0.0945513539729324,0.0351041434385917,0.0313233801021224,0.00352914506297657,0.00256459077237179,0.000424011860586274,1.42637462912304e-14
"Proportion of Variance",0.34811,0.1237,0.09468,0.08338,0.05457,0.04664,0.03621,0.03519,0.03184,0.02755,0.02322,0.02006,0.01859,0.01209,0.01009,0.00787,0.00631,0.00538,0.00333,0.00273,0.00253,0.00191,0.00154,7e-04,0.00063,0.00041,0.00039,0.00026,4e-05,3e-05,0,0,0,0
"Cumulative Proportion",0.34811,0.47181,0.56649,0.64987,0.70445,0.75109,0.7873,0.82249,0.85433,0.88187,0.90509,0.92515,0.94375,0.95584,0.96593,0.9738,0.98011,0.98549,0.98882,0.99156,0.99409,0.996,0.99754,0.99824,0.99887,0.99928,0.99967,0.99993,0.99997,1,1,1,1,1
