"","sa_1","sq_1","s10z_1","sdq_1","sdq6_1","sdr_1","sbi_1","sci_1","ssk_1","sku_1","sds_1","sfd_1","srw_2","srw_3","std_1","std_2","svi_1","stxr_1","stxr_2","ssc_1","sv_1","sph_1","sk_1","smean_1","spk_1","svk_1","scl_1","sdc_1","tpi_1","tri_1","vrm_1","sar_1","raster.entropy_1","slope_1","northness_1","eastness_1","TPI_1","TRI_1","TRIriley_1","TRIrmsd_1","roughness_1","stdv_1","mad_1","nmodes_1","range_1","curvature_profile_1","curvature_planform_1","curvature_total_1"
"sar_1",-0.899547252199367,-0.90699933780548,-0.58636475349371,-0.95343321625382,-0.533502841407024,0.249143399636431,-0.239237164538084,0.408115952255634,-0.0313808231419347,0.0709553738586433,0.594100561529125,0.258516848893577,0.3753322449951,0.439572349136311,0.00162277081334456,0.345939733806623,0.470124194046823,0.0155472438504257,-0.0155810851716054,-0.57865698828173,-0.480253931323063,-0.586095321808003,-0.887866236387041,-0.531645851049027,-0.657882940562463,-0.570665849557312,0.0155472438504147,-0.682828832547559,-0.214575765084097,-0.979232594157188,-0.57951301106899,1,-0.133457127972775,-0.977449104955373,0.352741836319517,0.0903329479327424,-0.214575765084014,-0.981000431734222,-0.979250140438908,-0.979250140438894,-0.982100368387277,-0.90699933780548,-0.864238865229162,0.212065255147709,-0.899552870551383,-0.255174738438982,0.162834018406249,-0.184908947676884
"raster.entropy_1",0.225284140501342,0.228033283463693,0.205772523884493,0.0102697683042189,0.194789336685397,-0.473279853327564,0.210954294386088,-0.170776107705489,-0.0306570887357957,-0.057299322250809,-0.175470785548548,-0.587626053042374,-0.408678879530824,-0.230072468588602,0.116164782115602,-0.448253711031527,-0.184223443619939,-0.0687876190659372,-0.108379311099552,0.35708636622801,0.185885736416673,0.20590015148603,0.215083670101516,0.194353041291774,0.195701449103735,0.132607686955608,-0.0687876190659514,0.213295893615034,0.0445061416488693,0.114542852929867,-0.289008274750904,-0.133457127972775,1,0.150847039970136,-0.0135085421828507,0.0390705142966233,0.0445061416488492,0.121610007303032,0.114506547753063,0.114506547753134,0.128358568533958,0.228033283463693,0.211430278517758,-0.195231676608595,0.232012301029015,-0.312027197230683,0.394301565892033,0.540746966467594
"slope_1",0.889963776176285,0.899078126403741,0.590644228643932,0.961477078818215,0.537248947756783,-0.291958254821116,0.227328542932479,-0.412661927108068,0.0441889692057124,-0.0543942402968422,-0.635682783358174,-0.292677742642339,-0.416141540559733,-0.493192056771855,0.0156353034526327,-0.37765412315314,-0.473709255641614,-0.0163785696486768,0.0225392345296329,0.63851762562825,0.483822335321953,0.590599250344596,0.879149197907893,0.535507953271419,0.671538889583562,0.590342699090905,-0.0163785696486707,0.721071543280597,0.193039722107494,0.994994323995437,0.588522282897108,-0.977449104955373,0.150847039970136,1,-0.327996915804883,-0.102365787432057,0.193039722107389,0.996233497321411,0.994993464322095,0.994993464322101,0.997781332186359,0.899078126403741,0.850876687496109,-0.244330854579223,0.907063411079446,0.231583268227196,-0.129811373237177,0.238407203068005
"northness_1",-0.328859813210582,-0.32668239843739,-0.413981314132753,-0.30154313982917,-0.408622903467654,0.163463286031857,0.03887851316274,0.390940062620085,0.102898806916461,0.103150577500481,0.269078452927777,0.176734071099321,0.182811625138493,0.179291456099272,-0.0676028136343003,0.188163184008082,0.403657130761001,0.00217230545398657,-0.0264844587973438,-0.252363665372385,-0.404037248986431,-0.414278369383924,-0.277412899841155,-0.408171876506669,-0.265836372036341,-0.226203412921685,0.0021723054539909,-0.268827285165014,-0.115308776807027,-0.322888073785605,-0.210787823607594,0.352741836319517,-0.0135085421828507,-0.327996915804883,1,0.060471716365171,-0.115308776806943,-0.323684301914885,-0.322877478142992,-0.322877478142987,-0.328177207940582,-0.32668239843739,-0.297867691998067,-0.0405543831142292,-0.319882846109116,-0.00266169848331532,-0.0410765140603708,-0.169982589565686
"eastness_1",0.0129086540035856,0.00979678930165131,0.0447327864885678,-0.117416543754213,0.0473526978056859,-0.108470768352475,-0.0213837594170952,-0.0548274450426254,-0.0475959470317703,-0.0378298179194288,-0.0499722847879011,-0.102883837453279,0.00936113243766074,-0.0419228633595792,-0.0717290272157317,-0.0373724551399574,-0.0516372816086156,0.0719520825196484,0.0944173481327554,0.0762730388934221,0.0505568636954527,0.0469132719160554,0.0600048373358338,0.0470942749308178,-0.0303594999823158,-0.0193740796801106,0.0719520825196554,0.108795872668088,-0.0820085282976117,-0.110125980649891,-0.138764277980341,0.0903329479327424,0.0390705142966233,-0.102365787432057,0.060471716365171,1,-0.0820085282977183,-0.109163137024909,-0.110158035583169,-0.110158035583214,-0.10423796925929,0.00979678930165131,0.0550316355367593,-0.0192584892283162,0.0127205860004676,0.0278306483707643,-0.0344136509388507,-0.0452634566740756
"TPI_1",0.144766195113649,0.14863372014063,0.0395704462360419,0.157039607295568,0.0406573631805415,-0.0367887797753565,-0.00144094776327575,-0.00727341668794082,-0.294034820986571,-0.0855551702489017,-0.119174560457629,-0.0392634339212294,-0.117887771780559,-0.0741256262704579,-0.0567412983455621,-0.110480005215618,-0.00323211822223777,-0.171064383366129,-0.134487807781304,0.0588220787354902,0.0108486229364782,0.0363018178862939,0.246096995276463,0.0406155484053454,-0.263004198793197,0.465443564192202,-0.171064383366115,-0.154964391551402,1,0.191456787455821,0.0596067079276945,-0.214575765084014,0.0445061416488492,0.193039722107389,-0.115308776806943,-0.0820085282977183,1,0.193915924029101,0.191530741660201,0.191530741660142,0.189191056846776,0.14863372014063,0.175476991522613,-0.0949573714671818,0.148185223807654,0.183131685151677,-0.116442580239475,0.13434923073627
"TRI_1",0.882769622112149,0.891957495622086,0.578410546377444,0.976491272564994,0.524832397474443,-0.233204896105011,0.218652664221271,-0.400256305707352,0.0662985170317626,-0.0380136086448788,-0.580199003084934,-0.237456964822619,-0.362540754017246,-0.434838818448798,0.0138338344136437,-0.317982997517347,-0.461465856784491,-0.00777188555431562,0.0307875248974215,0.582544710735695,0.471546620409741,0.578360712094433,0.870371585318395,0.523098384536071,0.670567898801442,0.580659204758122,-0.0077718855543084,0.713641616596202,0.193915924029202,0.999843786021048,0.638330214079392,-0.981000431734222,0.121610007303032,0.996233497321411,-0.323684301914885,-0.109163137024909,0.193915924029101,1,0.99984437769045,0.999844377690451,0.999632352880901,0.891957495622086,0.842270857212478,-0.220562080164692,0.899275776539343,0.240906991522222,-0.151091465302113,0.184933801996132
"TRIriley_1",0.879195703846911,0.888501509118594,0.577538337226934,0.979101011121044,0.524114582687005,-0.222770204438405,0.213321061260789,-0.400090789153941,0.0701869354319144,-0.035419648082493,-0.573208200051869,-0.226541022211128,-0.35139424352558,-0.426393601253557,0.0134153000334387,-0.306702162184371,-0.461090163453656,-0.00517210622416981,0.0340914178371527,0.574062766505059,0.471112357379849,0.577498119783009,0.8665059235043,0.522394839890981,0.670495939786469,0.578356738827349,-0.00517210622416256,0.713353459934697,0.191530741660304,0.999999953927446,0.6508102131314,-0.979250140438908,0.114506547753063,0.994993464322095,-0.322877478142992,-0.110158035583169,0.191530741660201,0.99984437769045,1,1,0.999195986931216,0.888501509118594,0.838015809907503,-0.217269686419246,0.896618194743144,0.243165236957317,-0.155638576958845,0.174367156405558
"TRIrmsd_1",0.879195703846916,0.8885015091186,0.577538337226891,0.979101011121032,0.524114582686957,-0.222770204438486,0.213321061260893,-0.400090789153886,0.0701869354319385,-0.035419648082473,-0.573208200051836,-0.226541022211214,-0.3513942435256,-0.426393601253566,0.0134153000334297,-0.306702162184461,-0.461090163453606,-0.00517210622418413,0.0340914178371104,0.574062766505093,0.471112357379799,0.577498119782967,0.866505923504291,0.522394839890934,0.670495939786513,0.578356738827342,-0.00517210622417691,0.713353459934731,0.191530741660245,0.999999953927445,0.650810213131326,-0.979250140438894,0.114506547753134,0.994993464322101,-0.322877478142987,-0.110158035583214,0.191530741660142,0.999844377690451,1,1,0.999195986931217,0.8885015091186,0.838015809907497,-0.217269686419306,0.896618194743156,0.243165236957199,-0.155638576958716,0.174367156405687
"roughness_1",0.886660659065931,0.895558504133337,0.58168518170281,0.974060838397404,0.527986976574667,-0.247048487110894,0.22342649645361,-0.40324513366946,0.0613399022327647,-0.0451117898992478,-0.596175757270413,-0.250176778075085,-0.37782091667724,-0.451967696953335,0.0135484739853943,-0.333045050252657,-0.464729343032751,-0.00973259278938366,0.0284005500414248,0.5962216686008,0.474762259125909,0.581652895800332,0.873847708787905,0.526235184676827,0.673330758444317,0.57910963134755,-0.00973259278937655,0.716649815699232,0.18919105684688,0.999195253646938,0.626029772990894,-0.982100368387277,0.128358568533958,0.997781332186359,-0.328177207940582,-0.10423796925929,0.189191056846776,0.999632352880901,0.999195986931216,0.999195986931217,1,0.895558504133337,0.847036123539516,-0.224943819468872,0.90179414055244,0.240580274265787,-0.148140334148472,0.195472307609839
"stdv_1",0.998223945777099,1,0.650966100555795,0.830663504387322,0.592807287053912,-0.40123404608379,0.30174729852919,-0.457854014626953,-0.00144040959595143,-0.104673094469774,-0.602670359997155,-0.436588427159447,-0.410202314516543,-0.425694916733993,0.0424545096838566,-0.486656888688467,-0.528187771747417,-0.0167767463442031,0.0143271100975618,0.685290073002103,0.53755438944295,0.651211794429156,0.960539199110108,0.590627266282047,0.748778722098588,0.585649882676847,-0.0167767463441894,0.7740413151618,0.148633720140697,0.888514837389178,0.426916502259792,-0.90699933780548,0.228033283463693,0.899078126403741,-0.32668239843739,0.00979678930165131,0.14863372014063,0.891957495622086,0.888501509118594,0.8885015091186,0.895558504133337,1,0.97240766222041,-0.153840216095776,0.980200554739196,0.119339545746855,-0.0116712586223565,0.339815992179313
"mad_1",0.98146045572502,0.97240766222041,0.583526022570709,0.780904113680146,0.527306598361345,-0.377891913416632,0.321341797688297,-0.394664804446873,-0.0423463395906691,-0.212173355331915,-0.574491092281425,-0.405229457120426,-0.423453506013834,-0.434705905273955,0.031043428194506,-0.47269723692043,-0.462796605742567,-0.0443128209424337,-0.0109689570497768,0.642098485082768,0.471876927174059,0.583767631742037,0.968339017610386,0.524989395687079,0.646513006169176,0.541335051839857,-0.0443128209424191,0.716054512618449,0.175476991522717,0.838015061659504,0.367548010808924,-0.864238865229162,0.211430278517758,0.850876687496109,-0.297867691998067,0.0550316355367593,0.175476991522613,0.842270857212478,0.838015809907503,0.838015809907497,0.847036123539516,0.97240766222041,1,-0.10651612630549,0.927637255829236,0.121009499970439,-0.0162844095067592,0.327088710788441
"nmodes_1",-0.139994781169461,-0.153840216095776,0.0131893041841068,-0.195630435202113,0.0321969965831745,0.246988068506245,-0.124600527804003,-0.0741276818555959,-0.104470059540314,-0.227010520635409,0.359605168626431,0.223274973399318,0.0828990619346298,0.285232012778818,-0.0973940327090019,0.241584680170391,-0.0601616854689938,-0.00566202260240496,-0.00560113772729616,-0.319311558237844,0.0548582448845922,0.0122142924483202,-0.143337727974846,0.032287420947139,-0.141455823582496,-0.228660929661869,-0.00566202260239809,-0.19263953181076,-0.0949573714670482,-0.217307602841735,0.0366180250646601,0.212065255147709,-0.195231676608595,-0.244330854579223,-0.0405543831142292,-0.0192584892283162,-0.0949573714671818,-0.220562080164692,-0.217269686419246,-0.217269686419306,-0.224943819468872,-0.153840216095776,-0.10651612630549,1,-0.200709072885856,0.030150274288836,-0.0820562947889551,-0.224944799215918
"range_1",0.969304397527405,0.980200554739196,0.702506911897539,0.836423064547178,0.646961242705597,-0.414848455965149,0.237926054486624,-0.517673072446232,-0.0138948810321929,-0.0127070672068411,-0.619042782881692,-0.451877077876971,-0.394280270383986,-0.421680420412252,0.0724541009754795,-0.484299111251819,-0.582401672897162,-0.0204806381225053,0.0256455608462104,0.710354169312012,0.592330687606798,0.703125701381463,0.95012265548459,0.645061126166146,0.76393589072729,0.649919101527669,-0.020480638122493,0.832453373422581,0.148185223807712,0.896649056667926,0.451608002009195,-0.899552870551383,0.232012301029015,0.907063411079446,-0.319882846109116,0.0127205860004676,0.148185223807654,0.899275776539343,0.896618194743144,0.896618194743156,0.90179414055244,0.980200554739196,0.927637255829236,-0.200709072885856,1,0.112350449200865,-0.00308095872361124,0.350978752054051
"curvature_profile_1",0.114750909088415,0.119339545746855,0.104509140044513,0.331157737803449,0.103513784796024,0.399789776310793,-0.351334798618895,-0.0883525257048812,-0.0904686123482791,-0.0172776045310115,-0.319798663836553,0.386282539463827,0.0806377016076539,-0.190076107681952,-0.0477776311138783,0.279735870008439,-0.0920006354255738,0.0941561457696625,0.209312276580719,0.107702623045505,0.094363651222757,0.10354462769414,0.151503812140819,0.10331938767613,-0.0163273272525735,0.143332853587867,0.094156145769711,-0.0177907312538164,0.183131685151692,0.243129274321965,0.379756975423575,-0.255174738438982,-0.312027197230683,0.231583268227196,-0.00266169848331532,0.0278306483707643,0.183131685151677,0.240906991522222,0.243165236957317,0.243165236957199,0.240580274265787,0.119339545746855,0.121009499970439,0.030150274288836,0.112350449200865,1,-0.979755465353831,-0.617546087236029
"curvature_planform_1",-0.00819371311744564,-0.0116712586223565,-0.0294003690839075,-0.269500613716408,-0.0334971254817198,-0.543613329575012,0.38399503626872,0.0329630664323749,0.0270340980882854,-0.029560794809497,0.177690547043463,-0.531202707813815,-0.222588401979522,0.0419005770956956,0.0420648558823359,-0.440627878425346,0.0310599813798711,-0.113915287089958,-0.222722750521735,0.0593368454621475,-0.0318264664666372,-0.0286441238794424,-0.0402414909433313,-0.0334971936189541,0.0706586498864741,-0.0423285337766842,-0.113915287090007,0.0898263996772359,-0.116442580239483,-0.155604113750727,-0.422571405243147,0.162834018406249,0.394301565892033,-0.129811373237177,-0.0410765140603708,-0.0344136509388507,-0.116442580239475,-0.151091465302113,-0.155638576958845,-0.155638576958716,-0.148140334148472,-0.0116712586223565,-0.0162844095067592,-0.0820562947889551,-0.00308095872361124,-0.979755465353831,1,0.762506805623614
"curvature_total_1",0.338649412761019,0.339815992179313,0.222234684937761,0.0113932911700682,0.202922720181217,-0.843738209234684,0.373224376980142,-0.156024251294112,-0.186156451935884,-0.1719740631522,-0.335386118789848,-0.838630915169345,-0.6139048470482,-0.449651004256035,0.0108606876516447,-0.827109014501291,-0.175290666015296,-0.143264010490766,-0.198594788047364,0.581184466576701,0.179915874215234,0.222088792878168,0.331515030372959,0.202294218917226,0.224837554227108,0.296909385403352,-0.143264010490799,0.295414227478926,0.134349230736286,0.174386334402855,-0.432930612251007,-0.184908947676884,0.540746966467594,0.238407203068005,-0.169982589565686,-0.0452634566740756,0.13434923073627,0.184933801996132,0.174367156405558,0.174367156405687,0.195472307609839,0.339815992179313,0.327088710788441,-0.224944799215918,0.350978752054051,-0.617546087236029,0.762506805623614,1
