"","sa_1","sq_1","s10z_1","sdq_1","sdq6_1","sdr_1","sbi_1","sci_1","ssk_1","sku_1","sds_1","sfd_1","srw_2","srw_3","std_1","std_2","svi_1","stxr_1","stxr_2","ssc_1","sv_1","sph_1","sk_1","smean_1","spk_1","svk_1","scl_1","sdc_1","tpi_1","tri_1","vrm_1","sar_1","raster.entropy_1","slope_1","northness_1","eastness_1","TPI_1","TRI_1","TRIriley_1","TRIrmsd_1","roughness_1","stdv_1","mad_1","nmodes_1","range_1","curvature_profile_1","curvature_planform_1","curvature_total_1"
"sv_1",0.520843693220047,0.53755438944295,0.98947402556997,0.415142867957432,0.997083621789805,-0.315387252767534,-0.405041949181515,-0.995405312107927,-0.119628955942819,-0.0377309105127275,-0.505533269229951,-0.358629903322229,-0.302507488238345,-0.276399831135866,0.153033849554273,-0.306271019193564,-0.999857721163738,0.111312827355624,0.22804141603491,0.524662891292404,1,0.989384872657186,0.558837618306044,0.997238051134696,0.395309089436648,0.467223957654654,0.111312827355639,0.496435264073084,0.010848622936616,0.471153390959177,0.304573414241446,-0.480253931323063,0.185885736416673,0.483822335321953,-0.404037248986431,0.0505568636954527,0.0108486229364782,0.471546620409741,0.471112357379849,0.471112357379799,0.474762259125909,0.53755438944295,0.471876927174059,0.0548582448845922,0.592330687606798,0.094363651222757,-0.0318264664666372,0.179915874215234
"sph_1",0.634498498689164,0.651211794429156,0.999967074112764,0.517245210009588,0.996664444576525,-0.353168807883766,-0.314556072854957,-0.971864240876597,-0.108084604655736,-0.0355912967107558,-0.557811488324868,-0.398011235424686,-0.338092006709203,-0.319992728225142,0.14812808428401,-0.357649723197641,-0.987468461529668,0.0945450829399713,0.205883359919733,0.59116366832756,0.989384872657186,1,0.664570305573667,0.996458022287398,0.486666799246577,0.529570625235028,0.0945450829399867,0.58827377107972,0.0363018178864258,0.577539900342107,0.350255183307032,-0.586095321808003,0.20590015148603,0.590599250344596,-0.414278369383924,0.0469132719160554,0.0363018178862939,0.578360712094433,0.577498119783009,0.577498119782967,0.581652895800332,0.651211794429156,0.583767631742037,0.0122142924483202,0.703125701381463,0.10354462769414,-0.0286441238794424,0.222088792878168
"sk_1",0.959629061042266,0.960539199110108,0.664503102136476,0.801818504892941,0.613979723821791,-0.391841140293649,0.226750025607965,-0.488173314758114,-0.0804140113577572,-0.183791565553055,-0.604796349459681,-0.417147174392017,-0.430376202990535,-0.44148478866674,0.016929468159371,-0.485382116945908,-0.548606198552429,-0.0600904801918809,-0.00929669100437495,0.654829675613828,0.558837618306044,0.664570305573667,1,0.612082649908088,0.60297082966573,0.623361324078351,-0.060090480191867,0.720017896822551,0.246096995276585,0.866498889143768,0.390133064440176,-0.887866236387041,0.215083670101516,0.879149197907893,-0.277412899841155,0.0600048373358338,0.246096995276463,0.870371585318395,0.8665059235043,0.866505923504291,0.873847708787905,0.960539199110108,0.968339017610386,-0.143337727974846,0.95012265548459,0.151503812140819,-0.0402414909433313,0.331515030372959
"smean_1",0.573654702701593,0.590627266282047,0.996595563900947,0.46359077175474,0.999995086468904,-0.332875304385729,-0.368819124246904,-0.987443798667701,-0.133953593777074,-0.0339236991483651,-0.531660070593645,-0.376618916572343,-0.318864740632553,-0.296168431951294,0.151797808325277,-0.331229246973533,-0.995945695137101,0.0983288153440728,0.214508326344394,0.555105507627541,0.997238051134696,0.996458022287398,0.612082649908088,1,0.42030415834622,0.519121448622092,0.0983288153440886,0.527764883832966,0.0406155484054805,0.522433202831842,0.325006536933054,-0.531645851049027,0.194353041291774,0.535507953271419,-0.408171876506669,0.0470942749308178,0.0406155484053454,0.523098384536071,0.522394839890981,0.522394839890934,0.526235184676827,0.590627266282047,0.524989395687079,0.032287420947139,0.645061126166146,0.10331938767613,-0.0334971936189541,0.202294218917226
"spk_1",0.737641807077236,0.748778722098588,0.48422284532944,0.646219866795917,0.422123244018614,-0.322467517370552,0.315542422104582,-0.319527885831332,0.370478720592232,0.0633127239299864,-0.438842942220085,-0.361920597514725,-0.26039794039624,-0.303052866490036,0.0528670559998023,-0.343286012866147,-0.39322455391898,0.099042874717565,0.0913112564685821,0.57310786847787,0.395309089436648,0.486666799246577,0.60297082966573,0.42030415834622,1,0.101253951590646,0.099042874717563,0.872929652915965,-0.263004198793205,0.670594038269618,0.398094868119773,-0.657882940562463,0.195701449103735,0.671538889583562,-0.265836372036341,-0.0303594999823158,-0.263004198793197,0.670567898801442,0.670495939786469,0.670495939786513,0.673330758444317,0.748778722098588,0.646513006169176,-0.141455823582496,0.76393589072729,-0.0163273272525735,0.0706586498864741,0.224837554227108
"svk_1",0.566148734168188,0.585649882676847,0.531197267390249,0.521328872351914,0.519701577240382,-0.264755955749546,-0.032864582844076,-0.445607412166994,-0.460706089259152,0.195224178047789,-0.420944399882422,-0.290255922056695,-0.216209183457101,-0.227905705226135,0.145564549323371,-0.308742589745433,-0.453944483544694,-0.113673987542827,-0.0338149348023867,0.452036926408506,0.467223957654654,0.529570625235028,0.623361324078351,0.519121448622092,0.101253951590646,1,-0.113673987542806,0.317333918680834,0.465443564192193,0.578331588075594,0.284680554443763,-0.570665849557312,0.132607686955608,0.590342699090905,-0.226203412921685,-0.0193740796801106,0.465443564192202,0.580659204758122,0.578356738827349,0.578356738827342,0.57910963134755,0.585649882676847,0.541335051839857,-0.228660929661869,0.649919101527669,0.143332853587867,-0.0423285337766842,0.296909385403352
"scl_1",-0.0178676311713318,-0.0167767463441894,0.0941193284016375,0.0348761784893225,0.0981532589735876,0.0618532737096993,-0.285734057733623,-0.114365191092454,0.11340333661347,0.0875534967594535,-0.0395983887224977,0.0497537424245596,0.140931675559399,-0.0241248129612246,0.070582364277062,0.142293932762491,-0.114564660800537,1,0.938083703858548,0.0202381060435381,0.111312827355639,0.0945450829399867,-0.060090480191867,0.0983288153440886,0.099042874717563,-0.113673987542806,1,0.0293852914406274,-0.171064383366092,-0.00513510193509655,0.11233372578538,0.0155472438504147,-0.0687876190659514,-0.0163785696486707,0.0021723054539909,0.0719520825196554,-0.171064383366115,-0.0077718855543084,-0.00517210622416256,-0.00517210622417691,-0.00973259278937655,-0.0167767463441894,-0.0443128209424191,-0.00566202260239809,-0.020480638122493,0.094156145769711,-0.113915287090007,-0.143264010490799
"sdc_1",0.763077166605338,0.7740413151618,0.58493532477363,0.668037085985209,0.529396967476393,-0.369682081342581,0.236098288652723,-0.432707866545592,0.213071723076396,0.0487288545707418,-0.500733666107996,-0.404152127807101,-0.32814698427663,-0.365313303550756,0.129519442705453,-0.378987308162556,-0.491763610401757,0.0293852914406294,0.0615709386116746,0.63694524169596,0.496435264073084,0.58827377107972,0.720017896822551,0.527764883832966,0.872929652915965,0.317333918680834,0.0293852914406274,1,-0.154964391551367,0.713450464453606,0.40182835302577,-0.682828832547559,0.213295893615034,0.721071543280597,-0.268827285165014,0.108795872668088,-0.154964391551402,0.713641616596202,0.713353459934697,0.713353459934731,0.716649815699232,0.7740413151618,0.716054512618449,-0.19263953181076,0.832453373422581,-0.0177907312538164,0.0898263996772359,0.295414227478926
"tpi_1",0.144766195113719,0.148633720140697,0.0395704462361745,0.157039607295672,0.0406573631806767,-0.0367887797753775,-0.00144094776327709,-0.00727341668807955,-0.294034820986637,-0.0855551702491114,-0.119174560457729,-0.0392634339212747,-0.117887771780652,-0.074125626270502,-0.0567412983455731,-0.110480005215635,-0.00323211822237589,-0.171064383366105,-0.13448780778128,0.0588220787355888,0.010848622936616,0.0363018178864258,0.246096995276585,0.0406155484054805,-0.263004198793205,0.465443564192193,-0.171064383366092,-0.154964391551367,1,0.191456787455925,0.0596067079278605,-0.214575765084097,0.0445061416488693,0.193039722107494,-0.115308776807027,-0.0820085282976117,1,0.193915924029202,0.191530741660304,0.191530741660245,0.18919105684688,0.148633720140697,0.175476991522717,-0.0949573714670482,0.148185223807712,0.183131685151692,-0.116442580239483,0.134349230736286
"tri_1",0.879206091213759,0.888514837389178,0.577579397655846,0.97910435515422,0.524152882253365,-0.222773658831676,0.213309820217099,-0.400130045850393,0.0702775822622583,-0.0353267315949347,-0.573212127435869,-0.226598117843873,-0.351386880911339,-0.42639124608517,0.0134641922839068,-0.306695999271789,-0.461132258401001,-0.00513510193510378,0.034129398919409,0.574115709525162,0.471153390959177,0.577539900342107,0.866498889143768,0.522433202831842,0.670594038269618,0.578331588075594,-0.00513510193509655,0.713450464453606,0.191456787455925,1,0.650821358425025,-0.979232594157188,0.114542852929867,0.994994323995437,-0.322888073785605,-0.110125980649891,0.191456787455821,0.999843786021048,0.999999953927446,0.999999953927445,0.999195253646938,0.888514837389178,0.838015061659504,-0.217307602841735,0.896649056667926,0.243129274321965,-0.155604113750727,0.174386334402855
"vrm_1",0.418770763820253,0.426916502259792,0.350452127928953,0.75066442056343,0.325597503639696,0.402229044558735,-0.100579915243904,-0.272330183633168,0.196520407663993,0.0738845624378873,-0.111781918611489,0.402193114546603,0.256720143031512,0.110320714697926,-0.0100132185704986,0.357620780385343,-0.300893630563426,0.112333725785368,0.166131702763429,-0.00837389859039098,0.304573414241446,0.350255183307032,0.390133064440176,0.325006536933054,0.398094868119773,0.284680554443763,0.11233372578538,0.40182835302577,0.0596067079278605,0.650821358425025,1,-0.57951301106899,-0.289008274750904,0.588522282897108,-0.210787823607594,-0.138764277980341,0.0596067079276945,0.638330214079392,0.6508102131314,0.650810213131326,0.626029772990894,0.426916502259792,0.367548010808924,0.0366180250646601,0.451608002009195,0.379756975423575,-0.422571405243147,-0.432930612251007
